dial_band,s4_pos,s5_pos,pto_mhz,crystal_mhz,wanted_mhz,frequency_hz,mixer_raw_vpp,filter_output_vpp,vfo_out_vpp
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20749999.999955,2.639607379031e-06,1.486028918846e-06,7.150962953123e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20774999.999954,1.320175737965e-06,7.425890921623e-07,3.573468025974e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20799999.999954,2.749830074122e-10,3.467265058669e-10,1.733399678791e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20824999.999954,2.866612031382e-10,3.290122692630e-10,1.649241569567e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20849999.999954,2.893004178101e-10,3.226155366256e-10,1.621057751716e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20874999.999954,2.903818846120e-10,3.188065707958e-10,1.606259211075e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20899999.999954,2.911909884372e-10,3.176794612940e-10,1.608749210005e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20924999.999954,2.943781783864e-10,3.223907055065e-10,1.651679385032e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20949999.999954,3.161434962440e-10,3.484477772686e-10,1.860033660559e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20974999.999954,3.361385663872e-06,2.341353897210e-06,1.590938443244e-06
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,20999999.999954,6.722199521427e-06,4.683050585846e-06,3.181975133259e-06
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21024999.999954,3.361358491928e-06,2.341361946496e-06,1.590941572292e-06
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21049999.999954,2.767034004497e-10,3.441690124917e-10,1.827958409972e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21074999.999954,2.858794339365e-10,3.001665091257e-10,1.535415158554e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21099999.999954,2.909288972171e-10,2.850159500475e-10,1.439837097417e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21124999.999954,2.945560601609e-10,2.755907448782e-10,1.384051922191e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21149999.999954,2.980630618400e-10,2.690430033171e-10,1.346186231864e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21174999.999954,3.011214432183e-10,2.648712796376e-10,1.323284853746e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21199999.999954,3.022771621940e-10,2.634135856282e-10,1.323036799114e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21224999.999953,2.781187672433e-07,1.821108662959e-07,1.269745271953e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21249999.999953,5.552605112710e-07,3.649058140718e-07,2.542875631150e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21274999.999953,2.781197322696e-07,1.821100464411e-07,1.269698675430e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21299999.999953,3.385873063676e-10,2.489678210861e-10,1.210705541722e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21324999.999953,3.527964256414e-10,2.512622558734e-10,1.198516025707e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21349999.999953,3.631408636302e-10,2.652754757179e-10,1.240951684983e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21374999.999953,3.658766448478e-10,3.039347890834e-10,1.392455215238e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21399999.999953,4.030838594967e-10,4.129412284739e-10,1.860564381407e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21424999.999953,1.040546689580e-09,8.097706290655e-10,3.665995378133e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21449999.999953,6.495557704380e-09,3.410217721289e-09,1.602397326784e-09
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21474999.999953,1.453491356158e-04,6.785682373638e-05,3.426176086556e-05
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21499999.999953,2.907485160748e-04,1.357366226579e-04,6.853524290348e-05
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21524999.999953,1.454234954059e-04,6.789161615972e-05,3.427922428659e-05
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21549999.999953,1.418667486512e-08,6.571044114486e-09,3.231938163822e-09
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21574999.999953,4.244458413540e-09,1.865137102034e-09,9.192143218781e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21599999.999953,2.067187939554e-09,8.333362600847e-10,4.071840609928e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21624999.999953,1.278329110096e-09,4.598057039727e-10,2.206362532767e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21649999.999953,9.277198018606e-10,2.896556539692e-10,1.351104331913e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21674999.999952,7.601162940087e-10,2.006510146592e-10,8.997447436421e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21699999.999952,6.753769916304e-10,1.421897418864e-10,5.927538112415e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21724999.999952,1.023679757329e-06,4.886268417261e-07,2.810621077330e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21749999.999952,2.045334128628e-06,9.768923119852e-07,5.619707265261e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21774999.999952,1.023719830096e-06,4.886829930257e-07,2.810980116069e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21799999.999952,9.625521829284e-10,1.889644430603e-10,8.322788220372e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21824999.999952,1.222101333461e-09,3.162936361940e-10,1.482692400873e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21849999.999952,1.626445031523e-09,5.194779954854e-10,2.481132372713e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21874999.999952,2.343983800535e-09,8.841633553569e-10,4.258646196392e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21899999.999952,3.828919803833e-09,1.640486469396e-09,7.934204742716e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21924999.999952,7.851213285955e-09,3.663857271495e-09,1.777015004173e-09
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21949999.999952,2.740316862385e-08,1.301578003919e-08,6.343489387013e-09
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21974999.999952,5.161780080325e-04,2.227923630855e-04,1.109029301899e-04
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,21999999.999952,1.032310361800e-03,4.455379058718e-04,2.217844389819e-04
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22024999.999952,5.162315783152e-04,2.227895615946e-04,1.109033719396e-04
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22049999.999952,3.273083563006e-08,1.231274480531e-08,6.220026405332e-09
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22074999.999952,9.895933090609e-09,3.538810741912e-09,1.799323025724e-09
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22099999.999952,4.726746152104e-09,1.594818339947e-09,8.141552135141e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22124999.999951,2.778005819752e-09,8.623234812579e-10,4.423617792373e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22149999.999951,1.840773266372e-09,5.069933681231e-10,2.622625956611e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22174999.999951,1.318053679759e-09,3.087563709154e-10,1.626524627511e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22199999.999951,9.861484855633e-10,1.839793019939e-10,1.026758113703e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22224999.999951,1.167746909714e-06,4.327028250047e-07,1.883152217797e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22249999.999951,2.333963868989e-06,8.652626066128e-07,3.766192867552e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22274999.999951,1.167635440418e-06,4.326424554343e-07,1.883038272422e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22299999.999951,4.433804633194e-10,5.910233655049e-11,3.714859025001e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22324999.999951,4.003723921914e-10,6.649465959172e-11,3.768682345102e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22349999.999951,3.549360820749e-10,8.032228253324e-11,4.315528954480e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22374999.999951,3.113651168276e-10,9.539277629566e-11,4.983607475238e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22399999.999951,2.633972959007e-10,1.128481464781e-10,5.801321882899e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22424999.999951,1.927846309895e-10,1.405907054229e-10,7.151336745261e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22449999.999951,1.993072533501e-10,2.341902143331e-10,1.177777576338e-10
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22474999.999951,7.350358727415e-06,2.525334327773e-06,1.296340122644e-06
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22499999.999951,1.469827584738e-05,5.050222276741e-06,2.592432219082e-06
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22524999.999951,7.349731109799e-06,2.525080490205e-06,1.296188145930e-06
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22549999.999951,3.350097874672e-10,1.761919197807e-10,8.618970288424e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22574999.999950,2.071096043204e-10,1.438266596500e-10,7.246467446841e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22599999.999950,1.954354519386e-10,1.391886606867e-10,7.032985704660e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22624999.999950,1.917265278478e-10,1.377569684939e-10,6.954064086737e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22649999.999950,1.886352664631e-10,1.381340524720e-10,6.960444964841e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22674999.999950,1.868269919960e-10,1.369720958341e-10,6.889985162231e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22699999.999950,1.898262072440e-10,1.341989470085e-10,6.718678787873e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22724999.999950,4.145100787091e-07,1.731461582662e-07,1.090233474120e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22749999.999950,8.294349873303e-07,3.458591206344e-07,2.178291786873e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22774999.999950,4.145388012690e-07,1.731554697742e-07,1.090291696498e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22799999.999950,1.801860366909e-10,1.329364473521e-10,6.623608690924e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22824999.999950,1.671165959097e-10,1.366519571637e-10,6.835937487567e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22849999.999950,1.611110670905e-10,1.374289782720e-10,6.874846601788e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22874999.999950,1.564210083041e-10,1.373477212817e-10,6.857224041302e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22899999.999950,1.515211498400e-10,1.366400076821e-10,6.790655475778e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22924999.999950,1.450441028188e-10,1.345628371788e-10,6.607091922367e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22949999.999950,1.351919479294e-10,1.300259719931e-10,6.059386166764e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22974999.999950,2.154200170429e-06,7.246578882772e-07,3.210215378186e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,22999999.999950,4.307930627315e-06,1.449007851114e-06,6.418008820379e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23024999.999950,2.154203306607e-06,7.246678253469e-07,3.210352064515e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23049999.999949,1.399780631909e-10,1.236241848153e-10,5.649921259471e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23074999.999949,1.343942085372e-10,1.321597047332e-10,6.467539798733e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23099999.999949,1.344114286782e-10,1.327444425975e-10,6.594764238123e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23124999.999949,1.331366975819e-10,1.338841881196e-10,6.694884301034e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23149999.999949,1.311207772723e-10,1.339931683246e-10,6.732518287526e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23174999.999949,1.272484593970e-10,1.344730867928e-10,6.791862435021e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23199999.999949,1.180939394373e-10,1.366683942448e-10,6.991864998603e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23224999.999949,1.061856835494e-06,3.396925773022e-07,1.786305752324e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23249999.999949,2.123350764312e-06,6.794759565943e-07,3.573517504151e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23274999.999949,1.061865099082e-06,3.396999562450e-07,1.786365749660e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23299999.999949,1.128349717353e-10,1.340369291817e-10,6.767127201632e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23324999.999949,1.202247325497e-10,1.304147648453e-10,6.571613019302e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23349999.999949,1.224991898683e-10,1.288700534812e-10,6.477796924092e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23374999.999949,1.234103159648e-10,1.275374719463e-10,6.396309681278e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23399999.999949,1.242045529254e-10,1.261167552991e-10,6.302625831577e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23424999.999949,1.265920169258e-10,1.229276993278e-10,6.098128542224e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23449999.999949,1.364345510563e-10,1.165083963725e-10,5.632799162562e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23474999.999949,1.227281273271e-06,4.844732709201e-07,2.928312824698e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23499999.999948,2.454576961139e-06,9.685724002257e-07,5.854444011126e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23524999.999948,1.227301722106e-06,4.844792180860e-07,2.928387523688e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23549999.999948,1.440582848321e-10,1.094950050144e-10,5.230531381934e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23574999.999948,1.240970097370e-10,1.179288277637e-10,5.834551956862e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23599999.999948,1.183817169685e-10,1.199053001479e-10,5.985350691739e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23624999.999948,1.155790942449e-10,1.198812691872e-10,6.007057124952e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23649999.999948,1.136702559734e-10,1.199099753906e-10,6.021211131999e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23674999.999948,1.121501044754e-10,1.191549334142e-10,5.991763685816e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23699999.999948,1.108930345180e-10,1.185626746476e-10,5.958676113929e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23724999.999948,2.877941484779e-07,9.259155708055e-08,7.517048942661e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23749999.999948,5.755403182534e-07,1.850820835601e-07,1.503312553603e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23774999.999948,2.878000349051e-07,9.259296649721e-08,7.517356964175e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23799999.999948,1.073443368972e-10,1.158286463262e-10,5.901549531783e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23824999.999948,1.056416120249e-10,1.163027750404e-10,5.897657806309e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23849999.999948,1.042406608250e-10,1.157364962229e-10,5.869191646209e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23874999.999948,1.027429721988e-10,1.152773306080e-10,5.860971849518e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23899999.999948,1.005289500527e-10,1.153261264826e-10,5.893730077454e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23924999.999948,9.645158138311e-11,1.156002745900e-10,5.984586446058e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23949999.999947,8.333940682602e-11,1.191141355355e-10,6.441041294954e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23974999.999947,5.378720324942e-07,2.108993928248e-07,2.678926331300e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,23999999.999947,1.075358174332e-06,4.220268359310e-07,5.358794407365e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24024999.999947,5.378535964676e-07,2.108960668427e-07,2.678919920442e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24049999.999947,8.299212851612e-11,1.158056169476e-10,6.262613887032e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24074999.999947,9.261353669318e-11,1.119065522651e-10,5.792239786184e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24099999.999947,9.466156392332e-11,1.098626930053e-10,5.614356900248e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24124999.999947,9.487507433259e-11,1.089516227201e-10,5.535426426121e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24149999.999947,9.428612550404e-11,1.084613456667e-10,5.490378805691e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24174999.999947,9.278801468057e-11,1.072367914042e-10,5.414934847676e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24199999.999947,8.780389015295e-11,1.077210622339e-10,5.437184847618e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24224999.999947,4.408850054253e-07,1.663969063583e-07,9.669105528866e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24249999.999947,8.815760092517e-07,3.327544115991e-07,1.933169958306e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24274999.999947,4.408864134088e-07,1.663988856287e-07,9.669487703048e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24299999.999947,8.997140032009e-11,1.025488972730e-10,5.011336137468e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24324999.999947,9.133880321246e-11,1.029808699420e-10,5.149799993946e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24349999.999947,9.174708120594e-11,1.027200217304e-10,5.167472307037e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24374999.999947,9.216434347413e-11,1.018137404445e-10,5.139914697519e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24399999.999946,9.285493678575e-11,1.009730430556e-10,5.115775088621e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24424999.999946,9.468639701823e-11,1.001780475361e-10,5.108781882733e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24449999.999946,1.031042334234e-10,9.778694721845e-11,5.087268818280e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24474999.999946,5.031744161619e-07,9.210424234702e-08,5.023476492861e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24499999.999946,1.006483114674e-06,1.839531163721e-07,1.005137470415e-07
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24524999.999946,5.031835218323e-07,9.210669626470e-08,5.024026763871e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24549999.999946,1.021335651577e-10,9.529264856210e-11,4.947698204737e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24574999.999946,9.204954975770e-11,9.654360633455e-11,4.924479810012e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24599999.999946,8.921228946815e-11,9.628368769681e-11,4.885242390286e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24624999.999946,8.774394693867e-11,9.584863816054e-11,4.849634001706e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24649999.999946,8.686261188841e-11,9.525106833264e-11,4.813081606191e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24674999.999946,8.648158412401e-11,9.453579084744e-11,4.766867913417e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24699999.999946,8.856556300397e-11,9.179114955210e-11,4.586806668816e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24724999.999946,6.869897283687e-07,1.483560439491e-07,4.341159449031e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24749999.999946,1.373900964733e-06,2.965199514655e-07,8.669430846969e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24774999.999946,6.869886312746e-07,1.483537626307e-07,4.340765600555e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24799999.999946,8.796341100185e-11,9.044077078763e-11,4.620822741561e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24824999.999946,8.307422691600e-11,9.094077772560e-11,4.604329404327e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24849999.999946,8.132987247202e-11,9.182229454328e-11,4.633757328089e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24874999.999945,8.004380825901e-11,9.094338995619e-11,4.581375477768e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24899999.999945,7.824060300818e-11,9.137673498814e-11,4.594428668015e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24924999.999945,7.512188868812e-11,9.113506350830e-11,4.567324505938e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24949999.999945,6.548142555111e-11,9.260026750576e-11,4.599986748448e-11
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24974999.999945,4.399435413099e-07,1.089486409893e-07,4.793062472760e-08
7.0-7.5 MHz,2,,5.250000,11.000000,16.250000,24999999.999945,8.795784857471e-07,2.180768859907e-07,9.586748661224e-08
14.0-14.5 MHz,3,,5.250000,,5.250000,524999.999999,4.746887266961e-07,1.482112863916e-06,6.416416362256e-07
14.0-14.5 MHz,3,,5.250000,,5.250000,549999.999999,1.184689256400e-09,2.201853271117e-09,1.101914308152e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,574999.999999,1.061364179293e-09,2.205810444533e-09,1.101524058124e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,599999.999999,9.566321635971e-10,2.212262697018e-09,1.105167482742e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,624999.999999,8.712396820984e-10,2.220125848644e-09,1.109910473708e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,649999.999999,8.026532555955e-10,2.228981001108e-09,1.115061840296e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,674999.999999,7.486281029223e-10,2.238353880714e-09,1.120114626076e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,699999.999998,7.096064238037e-10,2.246382462983e-09,1.123081662412e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,724999.999998,2.885474560893e-07,1.022324777917e-06,4.360598766910e-07
14.0-14.5 MHz,3,,5.250000,,5.250000,749999.999998,5.786479985378e-07,2.043931795465e-06,8.710048238030e-07
14.0-14.5 MHz,3,,5.250000,,5.250000,774999.999998,2.886422715999e-07,1.022353370076e-06,4.360817963594e-07
14.0-14.5 MHz,3,,5.250000,,5.250000,799999.999998,6.132371916138e-10,2.299040969491e-09,1.151597035245e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,824999.999998,5.982729495268e-10,2.313675944879e-09,1.161255559614e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,849999.999998,5.904053704397e-10,2.328900933230e-09,1.169676510897e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,874999.999998,5.860192869009e-10,2.344619812009e-09,1.177842900145e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,899999.999998,5.845870689412e-10,2.360975031303e-09,1.185880127123e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,924999.999998,5.858929064631e-10,2.378176006796e-09,1.193334321537e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,949999.999998,5.923783721095e-10,2.396334387534e-09,1.197026431945e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,974999.999998,4.948301091068e-07,1.767994504558e-06,8.286525307229e-07
14.0-14.5 MHz,3,,5.250000,,5.250000,999999.999998,9.905284096590e-07,3.536239324162e-06,1.656207409849e-06
14.0-14.5 MHz,3,,5.250000,,5.250000,1024999.999998,4.948635198364e-07,1.768030328776e-06,8.286757305734e-07
14.0-14.5 MHz,3,,5.250000,,5.250000,1049999.999998,6.064467238165e-10,2.474751643784e-09,1.238394984183e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1074999.999998,6.059314991412e-10,2.489659939854e-09,1.252730855268e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1099999.999998,6.099175064150e-10,2.509306590929e-09,1.265492019191e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1124999.999998,6.144936876485e-10,2.530099857954e-09,1.278598013148e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1149999.999997,6.190252538201e-10,2.551915016937e-09,1.293502050125e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1174999.999997,6.214941606970e-10,2.575982100672e-09,1.313908921486e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1199999.999997,6.187475276059e-10,2.622530420803e-09,1.365174770210e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1224999.999997,2.826749533746e-06,1.042624140762e-05,5.232171238539e-06
14.0-14.5 MHz,3,,5.250000,,5.250000,1249999.999997,5.652494367302e-06,2.085074872648e-05,1.046451749415e-05
14.0-14.5 MHz,3,,5.250000,,5.250000,1274999.999997,2.826737059938e-06,1.042622836654e-05,5.232150762968e-06
14.0-14.5 MHz,3,,5.250000,,5.250000,1299999.999997,6.482178884268e-10,2.701105764385e-09,1.406120784041e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1324999.999997,6.692862966870e-10,2.720578913049e-09,1.388092627377e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1349999.999997,6.809173846595e-10,2.744386192017e-09,1.392451180871e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1374999.999997,6.897200435728e-10,2.766698526152e-09,1.400829448092e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1399999.999997,6.962950330646e-10,2.784225174984e-09,1.408951551472e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1424999.999997,6.980738770611e-10,2.787167677872e-09,1.411959777982e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1449999.999997,6.802966929173e-10,2.724646776267e-09,1.389502376574e-09
14.0-14.5 MHz,3,,5.250000,,5.250000,1474999.999997,1.476932075748e-06,5.603770928664e-06,2.643571315493e-06
