phase,evaluation,VFO_T1_L1,VFO_T1_L2,VFO_T1_K,VFO_C7,VFO_C8,VFO_C9,VFO_C10,VFO_C11,VFO_C12,score,rms_error_db,symmetry_error_db,ripple_db,low_db,center_db,high_db
t1,238,5.220969316693712,4.567273209957289,0.2462960468650857,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860737861151444,0.025026806761226178,1.1578788416954922e-07,0.5343218242496164,-1.1578788416954922e-07,-0.5343218242496164,0.0
t1,239,5.220969316693712,4.567273199957289,0.24629605686508568,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718087908568,0.025026741884481202,2.3793447212483443e-09,0.534321746461039,0.0,-0.534321746461039,-2.3793447212483443e-09
t1,240,5.220969311748263,4.567273203735418,0.24629605538843516,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860720137001352,0.025026749515464814,1.287205719791018e-08,0.534321755929966,-1.287205719791018e-08,-0.534321755929966,0.0
t1,241,5.220969321748263,4.567273203735418,0.24629605538843516,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072289325376,0.02502675676539283,3.1152644908161164e-08,0.5343217640579994,-3.1152644908161164e-08,-0.5343217640579994,0.0
t1,242,5.220969311748263,4.567273213735418,0.24629605538843516,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860724518660763,0.025026762778518778,3.95384986973113e-08,0.5343217714783606,-3.95384986973113e-08,-0.5343217714783606,0.0
t1,243,5.220969311748263,4.567273203735418,0.24629606538843515,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860728655114895,0.025026765437647893,7.862871598263155e-08,0.5343217699391403,0.0,-0.5343217699391403,-7.862871598263155e-08
t1,244,5.220969311127901,4.56727320420935,0.24629605645761238,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,245,5.220969321127901,4.56727320420935,0.24629605645761238,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,246,5.220969311127901,4.56727321420935,0.24629605645761238,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,247,5.220969311127901,4.56727320420935,0.24629606645761237,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,248,5.220969311086328,4.567273204241111,0.24629605652926406,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,249,5.2209693210863275,4.567273204241111,0.24629605652926406,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,250,5.220969311086328,4.567273214241111,0.24629605652926406,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,251,5.220969311086328,4.567273204241111,0.24629606652926406,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,252,5.220969311077553,4.5672732042478135,0.24629605654438516,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,253,5.220969321077553,4.5672732042478135,0.24629605654438516,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,254,5.220969311077553,4.567273214247813,0.24629605654438516,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,255,5.220969311077553,4.5672732042478135,0.24629606654438516,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,256,5.220969311075702,4.567273204249228,0.24629605654757628,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,257,5.220969321075702,4.567273204249228,0.24629605654757628,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,258,5.220969311075702,4.567273214249228,0.24629605654757628,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,259,5.220969311075702,4.567273204249228,0.24629606654757627,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,260,5.2209693110753115,4.567273204249527,0.2462960565482497,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,261,5.220969321075311,4.567273204249527,0.2462960565482497,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,262,5.2209693110753115,4.567273214249527,0.2462960565482497,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,263,5.2209693110753115,4.567273204249527,0.2462960665482497,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,264,5.220969311075229,4.56727320424959,0.24629605654839182,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,265,5.220969321075229,4.56727320424959,0.24629605654839182,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,266,5.220969311075229,4.56727321424959,0.24629605654839182,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,267,5.220969311075229,4.56727320424959,0.2462960665483918,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,268,5.220969311075211,4.567273204249603,0.24629605654842182,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,269,5.220969321075211,4.567273204249603,0.24629605654842182,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,270,5.220969311075211,4.567273214249603,0.24629605654842182,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,271,5.220969311075211,4.567273204249603,0.24629606654842182,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,272,5.220969311075208,4.567273204249606,0.24629605654842815,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,273,5.2209693210752075,4.567273204249606,0.24629605654842815,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,274,5.220969311075208,4.567273214249606,0.24629605654842815,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,275,5.220969311075208,4.567273204249606,0.24629606654842814,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,276,5.220969311075207,4.567273204249607,0.24629605654842948,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,277,5.220969321075207,4.567273204249607,0.24629605654842948,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,278,5.220969311075207,4.567273214249607,0.24629605654842948,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,279,5.220969311075207,4.567273204249607,0.24629606654842948,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,280,5.220969311075207,4.567273204249607,0.2462960565484292,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,281,5.220969321075207,4.567273204249607,0.2462960565484292,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,282,5.220969311075207,4.567273214249607,0.2462960565484292,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,283,5.220969311075207,4.567273204249607,0.2462960665484292,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,284,5.220969311075208,4.567273204249607,0.24629605654842898,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,285,5.2209693210752075,4.567273204249607,0.24629605654842898,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,286,5.220969311075208,4.567273214249607,0.24629605654842898,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,287,5.220969311075208,4.567273204249607,0.24629606654842898,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,288,5.220969311075208,4.567273204249606,0.24629605654842882,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,289,5.2209693210752075,4.567273204249606,0.24629605654842882,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,290,5.220969311075208,4.567273214249606,0.24629605654842882,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,291,5.220969311075208,4.567273204249606,0.2462960665484288,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,292,5.220969311075208,4.567273204249606,0.24629605654842868,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,293,5.2209693210752075,4.567273204249606,0.24629605654842868,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,294,5.220969311075208,4.567273214249606,0.24629605654842868,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,295,5.220969311075208,4.567273204249606,0.24629606654842867,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
t1,296,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860718086229916,0.025026742881141796,9.789076216293324e-10,0.534321748008999,-9.789076216293324e-10,-0.534321748008999,0.0
t1,297,5.2209693210752075,4.567273204249606,0.2462960565484288,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1586072084248541,0.025026750131081122,1.925950954273503e-08,0.5343217561370537,-1.925950954273503e-08,-0.5343217561370537,0.0
t1,298,5.220969311075208,4.567273214249606,0.2462960565484288,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860722467892627,0.025026756144207424,2.7645370437312522e-08,0.5343217635573936,-2.7645370437312522e-08,-0.5343217635573936,0.0
t1,299,5.220969311075208,4.567273204249606,0.24629606654842878,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.15860730333702333,0.02502676933735726,9.052183713720297e-08,0.5343217739113157,0.0,-0.5343217739113157,-9.052183713720297e-08
80m,300,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,8.942849099516799,19.664525,6.2034036,22.02225267139061,4.045160828564731,1.1587918386770126,2.309095191910174,2.309095191910174,0.0,-1.3381245290631938,-2.309095191910174
80m,301,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,44.794965282462584,19.664525,6.2034036,17.578940892884894,2.0045280816414124,0.49420908926013163,1.2082551939050248,1.2082551939050248,-1.2082551939050248,-0.6913763348368462,0.0
80m,302,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,57.963377347142064,19.664525,6.2034036,7.780453099517938,0.3936353806460166,0.3257227159559219,0.05369740627200059,0.05686103367237649,0.0,-0.04858469927692255,-0.05369740627200059
80m,303,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,20.498142822249903,19.664525,6.2034036,47.74387929971416,11.090435889786217,3.2232344530220263,6.293761149411353,6.293761149411353,0.0,-2.8332178454046897,-6.293761149411353
80m,304,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,50.77016916927717,19.664525,6.2034036,37.46058626307751,7.507347743538881,2.2391328188845177,4.214571939723491,4.214571939723491,0.0,-2.2629875743303316,-4.214571939723491
80m,305,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,37.070541502254656,19.664525,6.2034036,14.35384586466099,0.5954645710935608,0.2143799239074912,0.3048677177488557,0.3048677177488557,-0.3048677177488557,-0.20834517922722995,0.0
80m,306,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,31.623834705432937,19.664525,6.2034036,40.67940205682184,9.394754556378057,2.8630875856025395,5.2253335766204145,5.2253335766204145,0.0,-2.8446474051108126,-5.2253335766204145
80m,307,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,26.86198954407116,19.664525,6.2034036,55.39078775295866,7.9965052158270336,2.3985176124327308,4.478390082715443,4.478390082715443,0.0,-2.4084623593374346,-4.478390082715443
80m,308,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,41.02947992051507,19.664525,6.2034036,27.379551049570495,1.7971467263117724,0.8858027830021726,0.35603265205384105,2.221245165023035,-1.8652125129691939,-0.0003387681577038393,-2.221245165023035
80m,309,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,11.497815988155018,19.664525,6.2034036,52.424304594370085,3.1398192827462172,0.8539370753150348,1.828705765944946,1.828705765944946,-1.828705765944946,-1.0363975939814125,0.0
80m,310,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,57.963377347142064,19.664525,6.2034036,29.083101118045867,13.373780781752734,4.089677051795249,7.427282983965988,7.427282983965988,0.0,-3.8360616037887922,-7.427282983965988
80m,311,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,16.227527776406728,19.664525,6.2034036,44.64568920083994,5.641627120259862,1.567914956125262,3.2589697313076798,3.2589697313076798,-3.2589697313076798,-1.5017999526253618,0.0
80m,312,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,6.607173141170978,19.664525,6.2034036,24.15452633075231,4.208785748776242,1.2099450955100486,2.399072522612954,2.399072522612954,0.0,-1.3836272728024994,-2.399072522612954
80m,313,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,7.188733330869528,19.664525,6.2034036,27.618620091932172,2.3033735858968485,0.5991921582719796,1.3633451420998952,1.3633451420998952,0.0,-0.819849832555505,-1.3633451420998952
80m,314,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,52.29937343056456,19.664525,6.2034036,37.46058626307751,7.394837750695704,2.2020883423659066,4.154199526663838,4.154199526663838,0.0,-2.2285433767013743,-4.154199526663838
80m,315,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,37.070541502254656,19.664525,6.2034036,14.5069887037656,0.620905804206838,0.2087489206623459,0.32972550683559376,0.32972550683559376,-0.32972550683559376,-0.2218056938715378,0.0
80m,316,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,29.897196273750914,19.664525,6.2034036,15.432090173064353,0.45541020131746723,0.2441532569793727,0.16648293717466345,0.1790960286537242,-0.16648293717466345,-0.15516763820184565,0.0
80m,317,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,11.109958492981075,19.664525,6.2034036,6.910648595353781,2.046623357558751,0.5074011081468868,1.181460805852879,1.4310457742359404,-1.4310457742359404,-0.1259158516535308,-0.24958496838306132
80m,318,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,31.5260310532799,19.664525,6.2034036,38.26358232627557,10.665018666791315,3.287873772344188,5.901715915557702,5.901715915557702,0.0,-3.2457265679699105,-5.901715915557702
80m,319,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,53.66895885977641,19.664525,6.2034036,46.237318842457995,5.248067308066069,1.4972790295641294,3.000630622801552,3.000630622801552,0.0,-1.5712983528187578,-3.000630622801552
80m,320,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,25.644652068856686,19.664525,6.2034036,56.78366266856139,8.441407307310158,2.5460439994124267,4.7162906463181855,4.7162906463181855,0.0,-2.5466839192568287,-4.7162906463181855
80m,321,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,44.794965282462584,19.664525,6.2034036,38.4213220704476,7.661883588280056,2.289273085379082,4.298088402320779,4.298088402320779,0.0,-2.308491462039534,-4.298088402320779
80m,322,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,8.942849099516799,19.664525,6.2034036,43.942642853843964,1.0237161006859878,0.22564766069028502,0.6384547519965622,0.6384547519965622,-0.6384547519965622,-0.4020523528037572,0.0
80m,323,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,7.188733330869528,19.664525,6.2034036,30.74364672440904,1.3205496445229086,0.30032217067562705,0.8161819790778253,0.8161819790778253,0.0,-0.5168330632356515,-0.8161819790778253
80m,324,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,54.28238126983082,19.664525,6.2034036,37.46058626307751,7.263711521994104,2.158956402699378,4.083804095435781,4.083804095435781,0.0,-2.188478640868972,-4.083804095435781
80m,325,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,29.380476216942306,19.664525,6.2034036,5.3073462213672045,1.5127697388439723,0.3433591218740508,0.9355284935759371,0.9355284935759371,0.0,-0.5111476343260293,-0.9355284935759371
80m,326,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,54.28238126983082,19.664525,6.2034036,17.361158924744654,2.2306388651274687,0.5614967509809731,1.3353136913171966,1.3353136913171966,-1.3353136913171966,-0.7511449835267712,0.0
80m,327,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,55.46573834692743,19.664525,6.2034036,46.97082399656348,5.081159952842819,1.4432246320364965,2.910348256645058,2.910348256645058,0.0,-1.5214714737833575,-2.910348256645058
80m,328,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,37.13863717957864,19.664525,6.2034036,27.379551049570495,2.826058998109903,0.9606424145534893,1.2301416963070722,2.541099548997366,-2.541099548997366,-0.1746962519608246,-1.3109578526902936
80m,329,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,11.497815988155018,19.664525,6.2034036,48.03068760842257,2.8309915203641003,0.7581179625798375,1.6582988462274102,1.6582988462274102,-1.6582988462274102,-0.9522085672806924,0.0
80m,330,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,20.49238677826627,19.664525,6.2034036,7.780453099517938,2.9743519795728584,0.7944381703304829,1.7439310473939003,1.7439310473939003,0.0,-0.9697003605888455,-1.7439310473939003
80m,331,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,59.11109733571544,19.664525,6.2034036,16.416571625798266,1.8958384384435003,0.45748240244205784,1.150684828801154,1.150684828801154,-1.150684828801154,-0.6444892444999724,0.0
80m,332,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,55.143939550288216,19.664525,6.2034036,9.891207723173778,0.4254225074042236,0.3027833152485976,0.09805663651998486,0.09833022254256463,-0.09805663651998486,-0.07638594575481505,0.0
80m,333,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,38.14986406614134,19.664525,6.2034036,7.31845474411492,0.7414854961265577,0.21143121935260303,0.42404342141916374,0.42404342141916374,0.0,-0.2429233752937492,-0.42404342141916374
80m,334,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,29.151892301940535,19.664525,6.2034036,5.830269793907547,1.480026084197331,0.3346769028470296,0.9162793450802411,0.9162793450802411,0.0,-0.5026300923732521,-0.9162793450802411
80m,335,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,39.111989156064084,19.664525,6.2034036,14.35384586466099,0.6647075713262653,0.2042233973516075,0.3683873391797263,0.3683873391797263,-0.3683873391797263,-0.23860192558477422,0.0
80m,336,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,22.706899247383014,19.664525,6.2034036,15.432090173064353,0.743377701320567,0.18306570474973008,0.4482495972566696,0.4482495972566696,0.0,-0.31747638030324765,-0.4482495972566696
80m,337,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,59.050101590555784,19.664525,6.2034036,10.437529512079326,0.5074282114085923,0.2656392008070293,0.1934312084812504,0.1934312084812504,-0.1934312084812504,-0.12476773316177514,0.0
80m,338,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,41.02947992051507,19.664525,6.2034036,12.081431634769569,0.4184734242571559,0.29220476079723107,0.09977219638541612,0.1059858682980348,-0.09977219638541612,-0.09086260245970834,0.0
80m,339,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,52.78219596097286,19.664525,6.2034036,11.974983291501179,0.6005865038873687,0.22943693770531012,0.2969196529456468,0.2969196529456468,-0.2969196529456468,-0.1838148159275903,0.0
80m,340,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,57.963377347142064,19.664525,6.2034036,10.81044003679845,0.5324409085010875,0.2549221352133171,0.22201501863021633,0.22201501863021633,-0.22201501863021633,-0.14053621489731682,0.0
80m,341,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,12.105758862858103,19.664525,6.2034036,8.188080084408753,2.3579245931093684,0.561751856257308,1.4118228017162124,1.5373997405433926,-0.12557693882718013,-0.2866717754298094,-1.5373997405433926
80m,342,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,36.12667749042104,19.664525,6.2034036,5.201002520766618,1.0139148318690205,0.22888289927418526,0.6280255460758681,0.6280255460758681,0.0,-0.3444879600201176,-0.6280255460758681
80m,343,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,49.101154885842746,19.664525,6.2034036,58.87806199183633,4.409333325830047,1.2261954716134644,2.546510283373266,2.546510283373266,0.0,-1.3208831789839266,-2.546510283373266
80m,344,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,49.657248413550704,19.664525,6.2034036,10.280479393728015,0.3976930411601731,0.31451819720786633,0.06526290546313618,0.07164775395668244,-0.06526290546313618,-0.06288177293464514,0.0
80m,345,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,43.17992399997069,19.664525,6.2034036,7.435742343948924,0.6006053754893167,0.23624434246668788,0.29148882641810303,0.29148882641810303,0.0,-0.1727917061338502,-0.29148882641810303
80m,346,5.220969311075208,4.567273204249606,0.2462960565484288,19.664525,6.2034036,29.897196273750914,19.664525,6.2034036,8.070900305896647,1.1351395394056134,0.25012699909634434,0.7080100322474152,0.7080100322474152,0.0,-0.3991765185361942,-0.7080100322474152
