filter_path,filter_components,s4_pos,frequency_mhz,transimpedance_ohm,normalized_db,inside_manual_range
80 m,C89-9 / C89-12,1,13.027875,421.265936,0.0150336293,no
80 m,C89-9 / C89-12,1,13.0295,421.308851,0.0159184217,no
80 m,C89-9 / C89-12,1,13.031125,421.352024,0.0168084432,no
80 m,C89-9 / C89-12,1,13.03275,421.395454,0.0177036951,no
80 m,C89-9 / C89-12,1,13.034375,421.439144,0.018604179,no
80 m,C89-9 / C89-12,1,13.036,421.483091,0.0195098961,no
80 m,C89-9 / C89-12,1,13.037625,421.527298,0.020420848,no
80 m,C89-9 / C89-12,1,13.03925,421.571763,0.021337036,no
80 m,C89-9 / C89-12,1,13.040875,421.616487,0.0222584617,no
80 m,C89-9 / C89-12,1,13.0425,421.66147,0.0231851264,no
80 m,C89-9 / C89-12,1,13.044125,421.706712,0.0241170316,no
80 m,C89-9 / C89-12,1,13.04575,421.752214,0.0250541788,no
80 m,C89-9 / C89-12,1,13.047375,421.797975,0.0259965695,no
80 m,C89-9 / C89-12,1,13.049,421.843996,0.0269442051,no
80 m,C89-9 / C89-12,1,13.050625,421.890277,0.0278970872,no
80 m,C89-9 / C89-12,1,13.05225,421.936817,0.0288552172,no
80 m,C89-9 / C89-12,1,13.053875,421.983618,0.0298185967,no
80 m,C89-9 / C89-12,1,13.0555,422.03068,0.0307872271,no
80 m,C89-9 / C89-12,1,13.057125,422.078001,0.0317611101,no
80 m,C89-9 / C89-12,1,13.05875,422.125584,0.0327402472,no
80 m,C89-9 / C89-12,1,13.060375,422.173427,0.0337246398,no
80 m,C89-9 / C89-12,1,13.062,422.221531,0.0347142896,no
80 m,C89-9 / C89-12,1,13.063625,422.269896,0.0357091982,no
80 m,C89-9 / C89-12,1,13.06525,422.318523,0.036709367,no
80 m,C89-9 / C89-12,1,13.066875,422.367411,0.0377147978,no
80 m,C89-9 / C89-12,1,13.0685,422.416561,0.038725492,no
80 m,C89-9 / C89-12,1,13.070125,422.465972,0.0397414514,no
80 m,C89-9 / C89-12,1,13.07175,422.515646,0.0407626774,no
80 m,C89-9 / C89-12,1,13.073375,422.565582,0.0417891718,no
80 m,C89-9 / C89-12,1,13.075,422.61578,0.0428209361,no
40 m,C89-8 / C89-11,2,15.925,1173.83294,0.0484517034,no
40 m,C89-8 / C89-11,2,15.926625,1173.67524,0.0472847127,no
40 m,C89-8 / C89-11,2,15.92825,1173.51837,0.0461236599,no
40 m,C89-8 / C89-11,2,15.929875,1173.36231,0.0449685436,no
40 m,C89-8 / C89-11,2,15.9315,1173.20708,0.0438193625,no
40 m,C89-8 / C89-11,2,15.933125,1173.05267,0.0426761149,no
40 m,C89-8 / C89-11,2,15.93475,1172.89909,0.0415387997,no
40 m,C89-8 / C89-11,2,15.936375,1172.74632,0.0404074151,no
40 m,C89-8 / C89-11,2,15.938,1172.59437,0.0392819601,no
40 m,C89-8 / C89-11,2,15.939625,1172.44325,0.038162433,no
40 m,C89-8 / C89-11,2,15.94125,1172.29294,0.0370488326,no
40 m,C89-8 / C89-11,2,15.942875,1172.14345,0.0359411574,no
40 m,C89-8 / C89-11,2,15.9445,1171.99478,0.0348394061,no
40 m,C89-8 / C89-11,2,15.946125,1171.84693,0.0337435773,no
40 m,C89-8 / C89-11,2,15.94775,1171.6999,0.0326536696,no
40 m,C89-8 / C89-11,2,15.949375,1171.55368,0.0315696817,no
40 m,C89-8 / C89-11,2,15.951,1171.40828,0.0304916122,no
40 m,C89-8 / C89-11,2,15.952625,1171.26369,0.0294194598,no
40 m,C89-8 / C89-11,2,15.95425,1171.11992,0.0283532231,no
40 m,C89-8 / C89-11,2,15.955875,1170.97697,0.0272929009,no
40 m,C89-8 / C89-11,2,15.9575,1170.83483,0.0262384919,no
40 m,C89-8 / C89-11,2,15.959125,1170.6935,0.0251899946,no
40 m,C89-8 / C89-11,2,15.96075,1170.55299,0.0241474079,no
40 m,C89-8 / C89-11,2,15.962375,1170.41329,0.0231107303,no
40 m,C89-8 / C89-11,2,15.964,1170.2744,0.0220799607,no
40 m,C89-8 / C89-11,2,15.965625,1170.13633,0.0210550977,no
40 m,C89-8 / C89-11,2,15.96725,1169.99907,0.0200361402,no
40 m,C89-8 / C89-11,2,15.968875,1169.86262,0.0190230867,no
40 m,C89-8 / C89-11,2,15.9705,1169.72697,0.0180159361,no
40 m,C89-8 / C89-11,2,15.972125,1169.59214,0.017014687,no
40 m,C89-8 / C89-11,2,15.97375,1169.45812,0.0160193384,no
40 m,C89-8 / C89-11,2,15.975375,1169.32491,0.0150298889,no
40 m,C89-8 / C89-11,2,15.977,1169.19251,0.0140463373,no
40 m,C89-8 / C89-11,2,15.978625,1169.06092,0.0130686823,no
40 m,C89-8 / C89-11,2,15.98025,1168.93013,0.0120969229,no
40 m,C89-8 / C89-11,2,15.981875,1168.80016,0.0111310577,no
40 m,C89-8 / C89-11,2,15.9835,1168.67099,0.0101710856,no
40 m,C89-8 / C89-11,2,15.985125,1168.54262,0.00921700538,no
40 m,C89-8 / C89-11,2,15.98675,1168.41507,0.00826881578,no
40 m,C89-8 / C89-11,2,15.988375,1168.28832,0.00732651576,no
40 m,C89-8 / C89-11,2,15.99,1168.16237,0.00639010407,no
40 m,C89-8 / C89-11,2,15.991625,1168.03723,0.0054595796,no
40 m,C89-8 / C89-11,2,15.99325,1167.9129,0.00453494121,no
40 m,C89-8 / C89-11,2,15.994875,1167.78937,0.00361618773,no
40 m,C89-8 / C89-11,2,15.9965,1167.66664,0.00270331795,no
40 m,C89-8 / C89-11,2,15.998125,1167.54472,0.00179633084,no
40 m,C89-8 / C89-11,2,15.99975,1167.4236,0.000895225195,no
40 m,C89-8 / C89-11,2,16.001375,1167.30329,0,yes
40 m,C89-8 / C89-11,2,16.003,1167.18377,-0.000889345903,yes
40 m,C89-8 / C89-11,2,16.004625,1167.06506,-0.00177281361,yes
40 m,C89-8 / C89-11,2,16.00625,1166.94715,-0.00265040426,yes
40 m,C89-8 / C89-11,2,16.007875,1166.83004,-0.00352211887,yes
40 m,C89-8 / C89-11,2,16.0095,1166.71373,-0.00438795849,yes
40 m,C89-8 / C89-11,2,16.011125,1166.59823,-0.00524792428,yes
40 m,C89-8 / C89-11,2,16.01275,1166.48352,-0.00610201726,yes
40 m,C89-8 / C89-11,2,16.014375,1166.36961,-0.00695023849,yes
40 m,C89-8 / C89-11,2,16.016,1166.2565,-0.00779258897,yes
40 m,C89-8 / C89-11,2,16.017625,1166.1442,-0.00862906984,yes
40 m,C89-8 / C89-11,2,16.01925,1166.03268,-0.00945968199,yes
40 m,C89-8 / C89-11,2,16.020875,1165.92197,-0.0102844266,yes
40 m,C89-8 / C89-11,2,16.0225,1165.81206,-0.0111033046,yes
40 m,C89-8 / C89-11,2,16.024125,1165.70294,-0.011916317,yes
40 m,C89-8 / C89-11,2,16.02575,1165.59462,-0.0127234648,yes
40 m,C89-8 / C89-11,2,16.027375,1165.4871,-0.013524749,yes
40 m,C89-8 / C89-11,2,16.029,1165.38037,-0.0143201707,yes
40 m,C89-8 / C89-11,2,16.030625,1165.27444,-0.0151097305,yes
40 m,C89-8 / C89-11,2,16.03225,1165.16931,-0.0158934299,yes
40 m,C89-8 / C89-11,2,16.033875,1165.06497,-0.0166712695,yes
40 m,C89-8 / C89-11,2,16.0355,1164.96143,-0.0174432503,yes
40 m,C89-8 / C89-11,2,16.037125,1164.85868,-0.0182093734,yes
40 m,C89-8 / C89-11,2,16.03875,1164.75672,-0.0189696396,yes
40 m,C89-8 / C89-11,2,16.040375,1164.65556,-0.0197240499,yes
40 m,C89-8 / C89-11,2,16.042,1164.5552,-0.0204726052,yes
40 m,C89-8 / C89-11,2,16.043625,1164.45562,-0.0212153064,yes
40 m,C89-8 / C89-11,2,16.04525,1164.35684,-0.0219521545,yes
40 m,C89-8 / C89-11,2,16.046875,1164.25886,-0.0226831503,yes
40 m,C89-8 / C89-11,2,16.0485,1164.16166,-0.0234082947,yes
40 m,C89-8 / C89-11,2,16.050125,1164.06526,-0.0241275886,yes
40 m,C89-8 / C89-11,2,16.05175,1163.96965,-0.024841033,yes
40 m,C89-8 / C89-11,2,16.053375,1163.87483,-0.0255486286,yes
40 m,C89-8 / C89-11,2,16.055,1163.7808,-0.0262503763,yes
40 m,C89-8 / C89-11,2,16.056625,1163.68757,-0.0269462771,yes
40 m,C89-8 / C89-11,2,16.05825,1163.59512,-0.0276363317,yes
40 m,C89-8 / C89-11,2,16.059875,1163.50347,-0.0283205409,yes
40 m,C89-8 / C89-11,2,16.0615,1163.4126,-0.0289989057,yes
40 m,C89-8 / C89-11,2,16.063125,1163.32252,-0.0296714268,yes
40 m,C89-8 / C89-11,2,16.06475,1163.23324,-0.0303381051,yes
40 m,C89-8 / C89-11,2,16.066375,1163.14474,-0.0309989414,yes
40 m,C89-8 / C89-11,2,16.068,1163.05703,-0.0316539364,yes
40 m,C89-8 / C89-11,2,16.069625,1162.97011,-0.0323030911,yes
40 m,C89-8 / C89-11,2,16.07125,1162.88398,-0.0329464061,yes
40 m,C89-8 / C89-11,2,16.072875,1162.79864,-0.0335838822,yes
40 m,C89-8 / C89-11,2,16.0745,1162.71408,-0.0342155203,yes
40 m,C89-8 / C89-11,2,16.076125,1162.63031,-0.0348413211,yes
40 m,C89-8 / C89-11,2,16.07775,1162.54733,-0.0354612853,yes
40 m,C89-8 / C89-11,2,16.079375,1162.46514,-0.0360754137,yes
40 m,C89-8 / C89-11,2,16.081,1162.38373,-0.036683707,yes
40 m,C89-8 / C89-11,2,16.082625,1162.30311,-0.037286166,yes
40 m,C89-8 / C89-11,2,16.08425,1162.22328,-0.0378827914,yes
40 m,C89-8 / C89-11,2,16.085875,1162.14423,-0.0384735839,yes
40 m,C89-8 / C89-11,2,16.0875,1162.06596,-0.0390585443,yes
40 m,C89-8 / C89-11,2,16.089125,1161.98849,-0.0396376732,yes
40 m,C89-8 / C89-11,2,16.09075,1161.91179,-0.0402109713,yes
40 m,C89-8 / C89-11,2,16.092375,1161.83589,-0.0407784394,yes
40 m,C89-8 / C89-11,2,16.094,1161.76076,-0.0413400781,yes
40 m,C89-8 / C89-11,2,16.095625,1161.68642,-0.0418958881,yes
40 m,C89-8 / C89-11,2,16.09725,1161.61287,-0.04244587,yes
40 m,C89-8 / C89-11,2,16.098875,1161.5401,-0.0429900246,yes
40 m,C89-8 / C89-11,2,16.1005,1161.46811,-0.0435283524,yes
40 m,C89-8 / C89-11,2,16.102125,1161.39691,-0.044060854,yes
40 m,C89-8 / C89-11,2,16.10375,1161.32649,-0.0445875303,yes
40 m,C89-8 / C89-11,2,16.105375,1161.25685,-0.0451083817,yes
40 m,C89-8 / C89-11,2,16.107,1161.188,-0.0456234089,yes
40 m,C89-8 / C89-11,2,16.108625,1161.11992,-0.0461326126,yes
40 m,C89-8 / C89-11,2,16.11025,1161.05264,-0.0466359932,yes
40 m,C89-8 / C89-11,2,16.111875,1160.98613,-0.0471335515,yes
40 m,C89-8 / C89-11,2,16.1135,1160.9204,-0.0476252879,yes
40 m,C89-8 / C89-11,2,16.115125,1160.85546,-0.0481112031,yes
40 m,C89-8 / C89-11,2,16.11675,1160.7913,-0.0485912977,yes
40 m,C89-8 / C89-11,2,16.118375,1160.72792,-0.0490655723,yes
40 m,C89-8 / C89-11,2,16.12,1160.66532,-0.0495340273,yes
40 m,C89-8 / C89-11,2,16.121625,1160.6035,-0.0499966633,yes
40 m,C89-8 / C89-11,2,16.12325,1160.54246,-0.0504534809,yes
40 m,C89-8 / C89-11,2,16.124875,1160.4822,-0.0509044807,yes
40 m,C89-8 / C89-11,2,16.1265,1160.42272,-0.0513496631,yes
40 m,C89-8 / C89-11,2,16.128125,1160.36403,-0.0517890287,yes
40 m,C89-8 / C89-11,2,16.12975,1160.30611,-0.052222578,yes
40 m,C89-8 / C89-11,2,16.131375,1160.24897,-0.0526503114,yes
40 m,C89-8 / C89-11,2,16.133,1160.19262,-0.0530722296,yes
40 m,C89-8 / C89-11,2,16.134625,1160.13704,-0.053488333,yes
40 m,C89-8 / C89-11,2,16.13625,1160.08224,-0.053898622,yes
40 m,C89-8 / C89-11,2,16.137875,1160.02822,-0.0543030972,yes
40 m,C89-8 / C89-11,2,16.1395,1159.97498,-0.0547017589,yes
40 m,C89-8 / C89-11,2,16.141125,1159.92251,-0.0550946078,yes
40 m,C89-8 / C89-11,2,16.14275,1159.87083,-0.0554816441,yes
40 m,C89-8 / C89-11,2,16.144375,1159.81992,-0.0558628685,yes
40 m,C89-8 / C89-11,2,16.146,1159.7698,-0.0562382813,yes
40 m,C89-8 / C89-11,2,16.147625,1159.72045,-0.0566078829,yes
40 m,C89-8 / C89-11,2,16.14925,1159.67188,-0.0569716737,yes
40 m,C89-8 / C89-11,2,16.150875,1159.62408,-0.0573296543,yes
40 m,C89-8 / C89-11,2,16.1525,1159.57707,-0.0576818249,yes
40 m,C89-8 / C89-11,2,16.154125,1159.53083,-0.058028186,yes
40 m,C89-8 / C89-11,2,16.15575,1159.48537,-0.058368738,yes
40 m,C89-8 / C89-11,2,16.157375,1159.44068,-0.0587034812,yes
40 m,C89-8 / C89-11,2,16.159,1159.39677,-0.0590324161,yes
40 m,C89-8 / C89-11,2,16.160625,1159.35364,-0.059355543,yes
40 m,C89-8 / C89-11,2,16.16225,1159.31129,-0.0596728622,yes
40 m,C89-8 / C89-11,2,16.163875,1159.26971,-0.0599843742,yes
40 m,C89-8 / C89-11,2,16.1655,1159.22891,-0.0602900792,yes
40 m,C89-8 / C89-11,2,16.167125,1159.18889,-0.0605899776,yes
40 m,C89-8 / C89-11,2,16.16875,1159.14964,-0.0608840698,yes
40 m,C89-8 / C89-11,2,16.170375,1159.11117,-0.061172356,yes
40 m,C89-8 / C89-11,2,16.172,1159.07347,-0.0614548366,yes
40 m,C89-8 / C89-11,2,16.173625,1159.03655,-0.0617315119,yes
40 m,C89-8 / C89-11,2,16.17525,1159.00041,-0.0620023821,yes
40 m,C89-8 / C89-11,2,16.176875,1158.96504,-0.0622674476,yes
40 m,C89-8 / C89-11,2,16.1785,1158.93045,-0.0625267087,yes
40 m,C89-8 / C89-11,2,16.180125,1158.89663,-0.0627801656,yes
40 m,C89-8 / C89-11,2,16.18175,1158.86359,-0.0630278186,yes
40 m,C89-8 / C89-11,2,16.183375,1158.83132,-0.063269668,yes
40 m,C89-8 / C89-11,2,16.185,1158.79983,-0.0635057139,yes
40 m,C89-8 / C89-11,2,16.186625,1158.76911,-0.0637359568,yes
40 m,C89-8 / C89-11,2,16.18825,1158.73917,-0.0639603966,yes
40 m,C89-8 / C89-11,2,16.189875,1158.71,-0.0641790339,yes
40 m,C89-8 / C89-11,2,16.1915,1158.68161,-0.0643918688,yes
40 m,C89-8 / C89-11,2,16.193125,1158.65399,-0.0645989013,yes
40 m,C89-8 / C89-11,2,16.19475,1158.62715,-0.0648001318,yes
40 m,C89-8 / C89-11,2,16.196375,1158.60108,-0.0649955606,yes
40 m,C89-8 / C89-11,2,16.198,1158.57579,-0.0651851876,yes
40 m,C89-8 / C89-11,2,16.199625,1158.55127,-0.0653690133,yes
40 m,C89-8 / C89-11,2,16.20125,1158.52752,-0.0655470377,yes
40 m,C89-8 / C89-11,2,16.202875,1158.50455,-0.0657192609,yes
40 m,C89-8 / C89-11,2,16.2045,1158.48236,-0.0658856832,yes
40 m,C89-8 / C89-11,2,16.206125,1158.46093,-0.0660463047,yes
40 m,C89-8 / C89-11,2,16.20775,1158.44029,-0.0662011256,yes
40 m,C89-8 / C89-11,2,16.209375,1158.42041,-0.066350146,yes
40 m,C89-8 / C89-11,2,16.211,1158.40131,-0.066493366,yes
40 m,C89-8 / C89-11,2,16.212625,1158.38298,-0.0666307857,yes
40 m,C89-8 / C89-11,2,16.21425,1158.36543,-0.0667624054,yes
40 m,C89-8 / C89-11,2,16.215875,1158.34865,-0.0668882249,yes
40 m,C89-8 / C89-11,2,16.2175,1158.33264,-0.0670082446,yes
40 m,C89-8 / C89-11,2,16.219125,1158.31741,-0.0671224644,yes
40 m,C89-8 / C89-11,2,16.22075,1158.30295,-0.0672308845,yes
40 m,C89-8 / C89-11,2,16.222375,1158.28927,-0.0673335048,yes
40 m,C89-8 / C89-11,2,16.224,1158.27636,-0.0674303256,yes
40 m,C89-8 / C89-11,2,16.225625,1158.26422,-0.0675213468,yes
40 m,C89-8 / C89-11,2,16.22725,1158.25286,-0.0676065686,yes
40 m,C89-8 / C89-11,2,16.228875,1158.24227,-0.0676859908,yes
40 m,C89-8 / C89-11,2,16.2305,1158.23245,-0.0677596137,yes
40 m,C89-8 / C89-11,2,16.232125,1158.2234,-0.0678274372,yes
40 m,C89-8 / C89-11,2,16.23375,1158.21513,-0.0678894613,yes
40 m,C89-8 / C89-11,2,16.235375,1158.20764,-0.0679456861,yes
40 m,C89-8 / C89-11,2,16.237,1158.20091,-0.0679961115,yes
40 m,C89-8 / C89-11,2,16.238625,1158.19496,-0.0680407376,yes
40 m,C89-8 / C89-11,2,16.24025,1158.18978,-0.0680795644,yes
40 m,C89-8 / C89-11,2,16.241875,1158.18538,-0.0681125918,yes
40 m,C89-8 / C89-11,2,16.2435,1158.18175,-0.0681398199,yes
40 m,C89-8 / C89-11,2,16.245125,1158.17889,-0.0681612485,yes
40 m,C89-8 / C89-11,2,16.24675,1158.17681,-0.0681768776,yes
40 m,C89-8 / C89-11,2,16.248375,1158.1755,-0.0681867073,yes
40 m,C89-8 / C89-11,2,16.25,1158.17496,-0.0681907374,yes
40 m,C89-8 / C89-11,2,16.251625,1158.1752,-0.0681889679,yes
40 m,C89-8 / C89-11,2,16.25325,1158.17621,-0.0681813988,yes
40 m,C89-8 / C89-11,2,16.254875,1158.17799,-0.0681680297,yes
40 m,C89-8 / C89-11,2,16.2565,1158.18054,-0.0681488609,yes
40 m,C89-8 / C89-11,2,16.258125,1158.18387,-0.0681238922,yes
40 m,C89-8 / C89-11,2,16.25975,1158.18798,-0.0680931234,yes
40 m,C89-8 / C89-11,2,16.261375,1158.19285,-0.0680565544,yes
40 m,C89-8 / C89-11,2,16.263,1158.1985,-0.0680141852,yes
40 m,C89-8 / C89-11,2,16.264625,1158.20493,-0.0679660156,yes
40 m,C89-8 / C89-11,2,16.26625,1158.21212,-0.0679120454,yes
40 m,C89-8 / C89-11,2,16.267875,1158.22009,-0.0678522746,yes
40 m,C89-8 / C89-11,2,16.2695,1158.22884,-0.067786703,yes
40 m,C89-8 / C89-11,2,16.271125,1158.23835,-0.0677153304,yes
40 m,C89-8 / C89-11,2,16.27275,1158.24864,-0.0676381567,yes
40 m,C89-8 / C89-11,2,16.274375,1158.25971,-0.0675551816,yes
40 m,C89-8 / C89-11,2,16.276,1158.27155,-0.0674664052,yes
40 m,C89-8 / C89-11,2,16.277625,1158.28416,-0.067371827,yes
40 m,C89-8 / C89-11,2,16.27925,1158.29755,-0.067271447,yes
40 m,C89-8 / C89-11,2,16.280875,1158.31171,-0.0671652649,yes
40 m,C89-8 / C89-11,2,16.2825,1158.32664,-0.0670532806,yes
40 m,C89-8 / C89-11,2,16.284125,1158.34235,-0.0669354937,yes
40 m,C89-8 / C89-11,2,16.28575,1158.35883,-0.0668119042,yes
40 m,C89-8 / C89-11,2,16.287375,1158.37608,-0.0666825117,yes
40 m,C89-8 / C89-11,2,16.289,1158.39411,-0.0665473161,yes
40 m,C89-8 / C89-11,2,16.290625,1158.41292,-0.066406317,yes
40 m,C89-8 / C89-11,2,16.29225,1158.4325,-0.0662595142,yes
40 m,C89-8 / C89-11,2,16.293875,1158.45285,-0.0661069075,yes
40 m,C89-8 / C89-11,2,16.2955,1158.47398,-0.0659484966,yes
40 m,C89-8 / C89-11,2,16.297125,1158.49588,-0.0657842811,yes
40 m,C89-8 / C89-11,2,16.29875,1158.51856,-0.0656142609,yes
40 m,C89-8 / C89-11,2,16.300375,1158.54201,-0.0654384356,yes
40 m,C89-8 / C89-11,2,16.302,1158.56624,-0.065256805,yes
40 m,C89-8 / C89-11,2,16.303625,1158.59124,-0.0650693686,yes
40 m,C89-8 / C89-11,2,16.30525,1158.61701,-0.0648761262,yes
40 m,C89-8 / C89-11,2,16.306875,1158.64357,-0.0646770775,yes
40 m,C89-8 / C89-11,2,16.3085,1158.67089,-0.0644722222,yes
40 m,C89-8 / C89-11,2,16.310125,1158.699,-0.0642615598,yes
40 m,C89-8 / C89-11,2,16.31175,1158.72787,-0.0640450901,yes
40 m,C89-8 / C89-11,2,16.313375,1158.75753,-0.0638228126,yes
40 m,C89-8 / C89-11,2,16.315,1158.78795,-0.0635947271,yes
40 m,C89-8 / C89-11,2,16.316625,1158.81916,-0.0633608332,yes
40 m,C89-8 / C89-11,2,16.31825,1158.85114,-0.0631211304,yes
40 m,C89-8 / C89-11,2,16.319875,1158.88389,-0.0628756184,yes
40 m,C89-8 / C89-11,2,16.3215,1158.91743,-0.0626242968,yes
40 m,C89-8 / C89-11,2,16.323125,1158.95174,-0.0623671652,yes
40 m,C89-8 / C89-11,2,16.32475,1158.98682,-0.0621042232,yes
40 m,C89-8 / C89-11,2,16.326375,1159.02268,-0.0618354703,yes
40 m,C89-8 / C89-11,2,16.328,1159.05932,-0.0615609062,yes
40 m,C89-8 / C89-11,2,16.329625,1159.09673,-0.0612805304,yes
40 m,C89-8 / C89-11,2,16.33125,1159.13492,-0.0609943424,yes
40 m,C89-8 / C89-11,2,16.332875,1159.17389,-0.0607023419,yes
40 m,C89-8 / C89-11,2,16.3345,1159.21364,-0.0604045283,yes
40 m,C89-8 / C89-11,2,16.336125,1159.25416,-0.0601009012,yes
40 m,C89-8 / C89-11,2,16.33775,1159.29546,-0.0597914601,yes
40 m,C89-8 / C89-11,2,16.339375,1159.33754,-0.0594762046,yes
40 m,C89-8 / C89-11,2,16.341,1159.38039,-0.0591551341,yes
40 m,C89-8 / C89-11,2,16.342625,1159.42403,-0.0588282481,yes
40 m,C89-8 / C89-11,2,16.34425,1159.46844,-0.0584955462,yes
40 m,C89-8 / C89-11,2,16.345875,1159.51363,-0.0581570279,yes
40 m,C89-8 / C89-11,2,16.3475,1159.55959,-0.0578126925,yes
40 m,C89-8 / C89-11,2,16.349125,1159.60634,-0.0574625397,yes
40 m,C89-8 / C89-11,2,16.35075,1159.65387,-0.0571065689,yes
40 m,C89-8 / C89-11,2,16.352375,1159.70217,-0.0567447794,yes
40 m,C89-8 / C89-11,2,16.354,1159.75125,-0.0563771708,yes
40 m,C89-8 / C89-11,2,16.355625,1159.80111,-0.0560037425,yes
40 m,C89-8 / C89-11,2,16.35725,1159.85175,-0.055624494,yes
40 m,C89-8 / C89-11,2,16.358875,1159.90317,-0.0552394247,yes
40 m,C89-8 / C89-11,2,16.3605,1159.95537,-0.0548485339,yes
40 m,C89-8 / C89-11,2,16.362125,1160.00835,-0.0544518211,yes
40 m,C89-8 / C89-11,2,16.36375,1160.06212,-0.0540492858,yes
40 m,C89-8 / C89-11,2,16.365375,1160.11666,-0.0536409272,yes
40 m,C89-8 / C89-11,2,16.367,1160.17198,-0.0532267448,yes
40 m,C89-8 / C89-11,2,16.368625,1160.22808,-0.052806738,yes
40 m,C89-8 / C89-11,2,16.37025,1160.28496,-0.0523809061,yes
40 m,C89-8 / C89-11,2,16.371875,1160.34262,-0.0519492486,yes
40 m,C89-8 / C89-11,2,16.3735,1160.40107,-0.0515117647,yes
40 m,C89-8 / C89-11,2,16.375125,1160.46029,-0.0510684538,yes
40 m,C89-8 / C89-11,2,16.37675,1160.5203,-0.0506193153,yes
40 m,C89-8 / C89-11,2,16.378375,1160.58109,-0.0501643484,yes
40 m,C89-8 / C89-11,2,16.38,1160.64266,-0.0497035526,yes
40 m,C89-8 / C89-11,2,16.381625,1160.70502,-0.0492369271,yes
40 m,C89-8 / C89-11,2,16.38325,1160.76815,-0.0487644712,yes
40 m,C89-8 / C89-11,2,16.384875,1160.83207,-0.0482861843,yes
40 m,C89-8 / C89-11,2,16.3865,1160.89678,-0.0478020656,yes
40 m,C89-8 / C89-11,2,16.388125,1160.96226,-0.0473121144,yes
40 m,C89-8 / C89-11,2,16.38975,1161.02853,-0.04681633,yes
40 m,C89-8 / C89-11,2,16.391375,1161.09558,-0.0463147117,yes
40 m,C89-8 / C89-11,2,16.393,1161.16342,-0.0458072588,yes
40 m,C89-8 / C89-11,2,16.394625,1161.23204,-0.0452939705,yes
40 m,C89-8 / C89-11,2,16.39625,1161.30144,-0.0447748459,yes
40 m,C89-8 / C89-11,2,16.397875,1161.37163,-0.0442498844,yes
40 m,C89-8 / C89-11,2,16.3995,1161.44261,-0.0437190853,yes
40 m,C89-8 / C89-11,2,16.401125,1161.51437,-0.0431824477,yes
40 m,C89-8 / C89-11,2,16.40275,1161.58691,-0.0426399709,yes
40 m,C89-8 / C89-11,2,16.404375,1161.66024,-0.042091654,yes
40 m,C89-8 / C89-11,2,16.406,1161.73436,-0.0415374963,yes
40 m,C89-8 / C89-11,2,16.407625,1161.80926,-0.0409774969,yes
40 m,C89-8 / C89-11,2,16.40925,1161.88495,-0.0404116552,yes
40 m,C89-8 / C89-11,2,16.410875,1161.96142,-0.03983997,yes
40 m,C89-8 / C89-11,2,16.4125,1162.03869,-0.0392624409,yes
40 m,C89-8 / C89-11,2,16.414125,1162.11673,-0.0386790667,yes
40 m,C89-8 / C89-11,2,16.41575,1162.19557,-0.0380898468,yes
40 m,C89-8 / C89-11,2,16.417375,1162.27519,-0.0374947802,yes
40 m,C89-8 / C89-11,2,16.419,1162.35561,-0.0368938661,yes
40 m,C89-8 / C89-11,2,16.420625,1162.43681,-0.0362871037,yes
40 m,C89-8 / C89-11,2,16.42225,1162.5188,-0.035674492,yes
40 m,C89-8 / C89-11,2,16.423875,1162.60157,-0.0350560301,yes
40 m,C89-8 / C89-11,2,16.4255,1162.68514,-0.0344317173,yes
40 m,C89-8 / C89-11,2,16.427125,1162.7695,-0.0338015525,yes
40 m,C89-8 / C89-11,2,16.42875,1162.85464,-0.0331655348,yes
40 m,C89-8 / C89-11,2,16.430375,1162.94058,-0.0325236635,yes
40 m,C89-8 / C89-11,2,16.432,1163.02731,-0.0318759375,yes
40 m,C89-8 / C89-11,2,16.433625,1163.11482,-0.0312223558,yes
40 m,C89-8 / C89-11,2,16.43525,1163.20313,-0.0305629176,yes
40 m,C89-8 / C89-11,2,16.436875,1163.29223,-0.0298976219,yes
40 m,C89-8 / C89-11,2,16.4385,1163.38212,-0.0292264678,yes
40 m,C89-8 / C89-11,2,16.440125,1163.4728,-0.0285494542,yes
40 m,C89-8 / C89-11,2,16.44175,1163.56428,-0.0278665803,yes
40 m,C89-8 / C89-11,2,16.443375,1163.65654,-0.027177845,yes
40 m,C89-8 / C89-11,2,16.445,1163.7496,-0.0264832475,yes
40 m,C89-8 / C89-11,2,16.446625,1163.84346,-0.0257827865,yes
40 m,C89-8 / C89-11,2,16.44825,1163.9381,-0.0250764612,yes
40 m,C89-8 / C89-11,2,16.449875,1164.03354,-0.0243642706,yes
40 m,C89-8 / C89-11,2,16.4515,1164.12978,-0.0236462136,yes
40 m,C89-8 / C89-11,2,16.453125,1164.2268,-0.0229222893,yes
40 m,C89-8 / C89-11,2,16.45475,1164.32463,-0.0221924964,yes
40 m,C89-8 / C89-11,2,16.456375,1164.42325,-0.0214568342,yes
40 m,C89-8 / C89-11,2,16.458,1164.52266,-0.0207153015,yes
40 m,C89-8 / C89-11,2,16.459625,1164.62287,-0.0199678972,yes
40 m,C89-8 / C89-11,2,16.46125,1164.72387,-0.0192146203,yes
40 m,C89-8 / C89-11,2,16.462875,1164.82568,-0.0184554696,yes
40 m,C89-8 / C89-11,2,16.4645,1164.92827,-0.0176904442,yes
40 m,C89-8 / C89-11,2,16.466125,1165.03167,-0.0169195429,yes
