time_s,u89_1_output_diff_v,q89_1_gate_v,q89_1_source_v,q89_2_emitter_v,vfo_out_v
6.387797956430e-05,-1.864727016164e-02,6.640921125122e+00,7.554793732394e+00,6.828737535423e+00,-1.512768494164e-02
6.387997956430e-05,-9.538016539210e-03,6.644952598885e+00,7.557744579481e+00,6.831546606782e+00,-1.326673675818e-02
6.388197956430e-05,9.561557642890e-05,6.649742880632e+00,7.561344935925e+00,6.834980627930e+00,-1.100533073020e-02
6.388397956430e-05,1.003286817670e-02,6.655173817054e+00,7.565506633747e+00,6.838955894450e+00,-8.398788679440e-03
6.388597956430e-05,2.004234883684e-02,6.661109857775e+00,7.570126338989e+00,6.843374016979e+00,-5.511812230929e-03
6.388797956430e-05,2.988812583390e-02,6.667401474492e+00,7.575088132728e+00,6.848124458875e+00,-2.416812785546e-03
6.388997956430e-05,3.933566907188e-02,6.673888965229e+00,7.580266469108e+00,6.853087219609e+00,8.078486835134e-04
6.389197956430e-05,4.815825573989e-02,6.680406522582e+00,7.585529353922e+00,6.858135960226e+00,4.079903950851e-03
6.389397956430e-05,5.614292160237e-02,6.686786486066e+00,7.590741743119e+00,6.863141142041e+00,7.315223146338e-03
6.389597956430e-05,6.309639257492e-02,6.692863647774e+00,7.595768994754e+00,6.867973439296e+00,1.043003271974e-02
6.389797956430e-05,6.885021099827e-02,6.698479524941e+00,7.600480365260e+00,6.872507008452e+00,1.334303468171e-02
6.389997956430e-05,7.326540551101e-02,6.703486469193e+00,7.604752383265e+00,6.876622849717e+00,1.597758015899e-02
6.390197956430e-05,7.623607238790e-02,6.707751529388e+00,7.608472090922e+00,6.880211861669e+00,1.826363828573e-02
6.390397956430e-05,7.769220582757e-02,6.711159948043e+00,7.611539994522e+00,6.883177810088e+00,2.013970434628e-02
6.390597956430e-05,7.760130534746e-02,6.713618220937e+00,7.613872720959e+00,6.885439837401e+00,2.155440505715e-02
6.390797956430e-05,7.596911987069e-02,6.715056619043e+00,7.615405238378e+00,6.886934729485e+00,2.246794232290e-02
6.390997956430e-05,7.283919736684e-02,6.715431123780e+00,7.616092651339e+00,6.887618598920e+00,2.285315481652e-02
6.391197956431e-05,6.829162034671e-02,6.714724702125e+00,7.615911452505e+00,6.887468206099e+00,2.269634194999e-02
6.391397956431e-05,6.244070071629e-02,6.712947901570e+00,7.614860261326e+00,6.886481616144e+00,2.199765497040e-02
6.391597956431e-05,5.543201767505e-02,6.710138725514e+00,7.612959961164e+00,6.884678425016e+00,2.077120766267e-02
6.391797956431e-05,4.743863994975e-02,6.706361803662e+00,7.610253290323e+00,6.882099295915e+00,1.904473948443e-02
6.391997956431e-05,3.865690133309e-02,6.701706856044e+00,7.606803831440e+00,6.878805056164e+00,1.685899453663e-02
6.392197956431e-05,2.930160940857e-02,6.696286502058e+00,7.602694482026e+00,6.874875140258e+00,1.426667813958e-02
6.392397956431e-05,1.960102868398e-02,6.690233451305e+00,7.598025384118e+00,6.870405647406e+00,1.133116610076e-02
6.392597956431e-05,9.791536375781e-03,6.683697162419e+00,7.592911422088e+00,6.865506841670e+00,8.124855853876e-03
6.392797956431e-05,1.122573148002e-04,6.676840040421e+00,7.587479296979e+00,6.860300378371e+00,4.727344361184e-03
6.392997956431e-05,-9.200417090589e-03,6.669833286923e+00,7.581864307903e+00,6.854916121065e+00,1.223345214821e-03
6.393197956431e-05,-1.791815443615e-02,6.662852498520e+00,7.576206872461e+00,6.849488841231e+00,-2.299464911255e-03
6.393397956431e-05,-2.582594249164e-02,6.656073145018e+00,7.570648930093e+00,6.844154691176e+00,-5.752741302906e-03
6.393597956431e-05,-3.272704217140e-02,6.649666035096e+00,7.565330274173e+00,6.839047740672e+00,-9.049718954134e-03
6.393797956431e-05,-3.844771299002e-02,6.643792904646e+00,7.560384959577e+00,6.834296481611e+00,-1.210747523495e-02
6.393997956431e-05,-4.284148048556e-02,6.638602233137e+00,7.555937833969e+00,6.830020577917e+00,-1.484902762988e-02
6.394197956431e-05,-4.579300399935e-02,6.634225412266e+00,7.552101330994e+00,6.826327766146e+00,-1.720532831804e-02
6.394397956431e-05,-4.722131246857e-02,6.630773355695e+00,7.548972564630e+00,6.823311160076e+00,-1.911699158442e-02
6.394597956431e-05,-4.708243648691e-02,6.628333649964e+00,7.546630843874e+00,6.821046855503e+00,-2.053582206815e-02
6.394797956431e-05,-4.537119908661e-02,6.626968307177e+00,7.545135628381e+00,6.819592057249e+00,-2.142600038576e-02
6.394997956431e-05,-4.212217406576e-02,6.626712185779e+00,7.544525017265e+00,6.818983609195e+00,-2.176500431087e-02
6.395197956431e-05,-3.740959095871e-02,6.627572104605e+00,7.544814766591e+00,6.819237115133e+00,-2.154414441756e-02
6.395397956431e-05,-3.134621434938e-02,6.629526678277e+00,7.545997896470e+00,6.820346514012e+00,-2.076880365455e-02
6.395597956431e-05,-2.408104057806e-02,6.632526861800e+00,7.548044855606e+00,6.822284263869e+00,-1.945828155880e-02
6.395797956431e-05,-1.579591262177e-02,6.636497194997e+00,7.550904272495e+00,6.825001981829e+00,-1.764534311145e-02
6.395997956431e-05,-6.701008136561e-03,6.641337700264e+00,7.554504234549e+00,6.828431663452e+00,-1.537539304977e-02
6.396197956431e-05,2.970590183690e-03,6.646926391692e+00,7.558754095479e+00,6.832487314496e+00,-1.270538486792e-02
6.396397956431e-05,1.296916413720e-02,6.653122320899e+00,7.563546729554e+00,6.837067090145e+00,-9.702403552566e-03
6.396597956431e-05,2.303516643714e-02,6.659769092065e+00,7.568761209143e+00,6.842055762304e+00,-6.442039237531e-03
6.396797956431e-05,3.290640470416e-02,6.666698750832e+00,7.574265806886e+00,6.847327584613e+00,-3.006507158918e-03
6.396997956431e-05,4.232526446234e-02,6.673735961723e+00,7.579921280975e+00,6.852749365733e+00,5.173625875763e-04
6.397197956431e-05,5.104579791727e-02,6.680702365643e+00,7.585584333565e+00,6.858183798899e+00,4.040296254874e-03
6.397397956431e-05,5.884036850981e-02,6.687421021911e+00,7.591111189225e+00,6.863492852173e+00,7.472781396796e-03
6.397597956431e-05,6.550571905722e-02,6.693720820903e+00,7.596361178376e+00,6.868541251281e+00,1.072732613256e-02
6.397797956431e-05,7.086822165170e-02,6.699440769433e+00,7.601200267731e+00,6.873199859264e+00,1.372064563833e-02
6.397997956431e-05,7.478824427539e-02,6.704434037511e+00,7.605504424319e+00,6.877348976132e+00,1.637579108929e-02
6.398197956431e-05,7.716347351766e-02,6.708571674698e+00,7.609162757344e+00,6.880881370109e+00,1.862409900929e-02
6.398397956431e-05,7.793120038803e-02,6.711745896010e+00,7.612080333322e+00,6.883705063667e+00,2.040697654648e-02
6.398597956431e-05,7.706948751608e-02,6.713872860584e+00,7.614180618478e+00,6.885745701557e+00,2.167741103645e-02
6.398797956431e-05,7.459729034370e-02,6.714894863298e+00,7.615407460118e+00,6.886948532979e+00,2.240122541878e-02
6.398997956431e-05,7.057351799010e-02,6.714781886310e+00,7.615726578077e+00,6.887279858747e+00,2.255798343871e-02
6.399197956431e-05,6.509515692529e-02,6.713532459179e+00,7.615126501077e+00,6.886727992565e+00,2.214157739730e-02
6.399397956431e-05,5.829449079714e-02,6.711173805728e+00,7.613618942635e+00,6.885303617628e+00,2.116042224375e-02
6.399597956431e-05,5.033556793102e-02,6.707761261108e+00,7.611238579871e+00,6.883039610844e+00,1.963730390863e-02
6.399797956431e-05,4.140997342013e-02,6.703376973348e+00,7.608042257802e+00,6.879990250635e+00,1.760882827658e-02
6.399997956431e-05,3.173206315324e-02,6.698127910685e+00,7.604107613882e+00,6.876229907116e+00,1.512453590842e-02
6.400197956431e-05,2.153372060539e-02,6.692143226272e+00,7.599531174767e+00,6.871851166467e+00,1.224565212559e-02
6.400397956431e-05,1.105878613574e-02,6.685571038286e+00,7.594425951049e+00,6.866962514505e+00,9.043554479785e-03
6.400597956431e-05,5.572168415497e-04,6.678574710858e+00,7.588918609098e+00,6.861685564194e+00,5.597948429532e-03
6.400797956431e-05,-9.720879264240e-03,6.671328724812e+00,7.583146272517e+00,6.856151973794e+00,1.994847137235e-03
6.400997956431e-05,-1.953127118316e-02,6.664014249397e+00,7.577253053615e+00,6.850500066321e+00,-1.675637208981e-03
6.401197956431e-05,-2.864154325980e-02,6.656814524872e+00,7.571386386421e+00,6.844871310222e+00,-5.321586333315e-03
6.401397956431e-05,-3.683685936452e-02,6.649910181176e+00,7.565693273884e+00,6.839406687395e+00,-8.851635932240e-03
6.401597956431e-05,-4.392537957115e-02,6.643474610380e+00,7.560316529717e+00,6.834243110569e+00,-1.217729759430e-02
6.401797956431e-05,-4.974321731592e-02,6.637669518571e+00,7.555391129057e+00,6.829509919454e+00,-1.521522361516e-02
6.401997956431e-05,-5.415874620250e-02,6.632640768898e+00,7.551040746375e+00,6.825325608189e+00,-1.788931594368e-02
6.402197956431e-05,-5.707613543264e-02,6.628514628462e+00,7.547374585823e+00,6.821794805570e+00,-2.013266572017e-02
6.402397956431e-05,-5.843793807962e-02,6.625394512287e+00,7.544484570335e+00,6.819005641521e+00,-2.188923730610e-02
6.402597956431e-05,-5.822664676654e-02,6.623358312924e+00,7.542442976684e+00,6.817027505376e+00,-2.311529385358e-02
6.402797956431e-05,-5.646510607822e-02,6.622456380826e+00,7.541300562865e+00,6.815909304776e+00,-2.378049451777e-02
6.402997956431e-05,-5.321577979828e-02,6.622710211940e+00,7.541085250392e+00,6.815678210893e+00,-2.386867344464e-02
6.403197956431e-05,-4.859042390269e-02,6.624111879183e+00,7.541801353101e+00,6.816338934913e+00,-2.337827220322e-02
6.403397956431e-05,-4.266322050238e-02,6.626624178045e+00,7.543429632955e+00,6.817873746233e+00,-2.232229009687e-02
6.403597956431e-05,-3.565919274045e-02,6.630181618457e+00,7.545927930742e+00,6.820243132291e+00,-2.072781848943e-02
6.403797956431e-05,-2.780574651603e-02,6.634692139489e+00,7.549231615422e+00,6.823386103744e+00,-1.863580634469e-02
6.403997956431e-05,-1.925895763242e-02,6.640039323209e+00,7.553255337172e+00,6.827222235188e+00,-1.609970085250e-02
6.404197956431e-05,-1.027090292191e-02,6.646085091899e+00,7.557890171735e+00,6.831647166432e+00,-1.318833246910e-02
6.404397956431e-05,-1.051896011781e-03,6.652674448358e+00,7.563022669286e+00,6.836553567087e+00,-9.972279301343e-03
6.404597956431e-05,8.148976241440e-03,6.659638262422e+00,7.568521683639e+00,6.841816281661e+00,-6.533496103357e-03
6.404797956431e-05,1.708632208449e-02,6.666797768993e+00,7.574243347538e+00,6.847297827820e+00,-2.961719097109e-03
6.404997956431e-05,2.553698471280e-02,6.673969810186e+00,7.580042707332e+00,6.852859440979e+00,6.527167234815e-04
6.405197956431e-05,3.328497359816e-02,6.680971013405e+00,7.585769981429e+00,6.858357445184e+00,4.216525632371e-03
6.405397956431e-05,4.013619215842e-02,6.687622983449e+00,7.591280021837e+00,6.863652383397e+00,7.639399893848e-03
6.405597956431e-05,4.592003232336e-02,6.693756601070e+00,7.596431685356e+00,6.868608353706e+00,1.083357155976e-02
6.405797956431e-05,5.049318088740e-02,6.699216672472e+00,7.601094928310e+00,6.873099956822e+00,1.371831139741e-02
6.405997956431e-05,5.374322575625e-02,6.703865750996e+00,7.605151515447e+00,6.877012905126e+00,1.622030559890e-02
6.406197956431e-05,5.559088906318e-02,6.707587840953e+00,7.608500162186e+00,6.880249144403e+00,1.827695803342e-02
6.406397956431e-05,5.599149342638e-02,6.710291257209e+00,7.611057527954e+00,6.882727725301e+00,1.983692759657e-02
6.406597956431e-05,5.493641029787e-02,6.711911045314e+00,7.612761603051e+00,6.884388255088e+00,2.086233750316e-02
6.406797956431e-05,5.245256548350e-02,6.712410529551e+00,7.613572292598e+00,6.885191358696e+00,2.132903935696e-02
6.406997956431e-05,4.860258934881e-02,6.711782229154e+00,7.613473145413e+00,6.885120528836e+00,2.122777734812e-02
6.407197956431e-05,4.348276676810e-02,6.710047909191e+00,7.612471114059e+00,6.884181772337e+00,2.056392027419e-02
6.407397956431e-05,3.722164100580e-02,6.707257926196e+00,7.610596727512e+00,6.882403941520e+00,1.935763849839e-02
6.407597956431e-05,2.997657573193e-02,6.703489774231e+00,7.607902847949e+00,6.879837392541e+00,1.764299548062e-02
6.407797956431e-05,2.193079731753e-02,6.698845959166e+00,7.604463452230e+00,6.876552952615e+00,1.546724197369e-02
6.407997956431e-05,1.328865270195e-02,6.693451204727e+00,7.600371404109e+00,6.872639614427e+00,1.288928661953e-02
6.408197956431e-05,4.271217232731e-03,6.687449109328e+00,7.595736094578e+00,6.868202385298e+00,9.978270876848e-03
6.408397956431e-05,-4.889586361660e-03,6.680998323407e+00,7.590680406059e+00,6.863359199787e+00,6.811540270605e-03
6.408597956431e-05,-1.395651028190e-02,6.674268365081e+00,7.585337539854e+00,6.858237978926e+00,3.472716002290e-03
6.408797956431e-05,-2.269361998903e-02,6.667435183738e+00,7.579847460547e+00,6.852973053777e+00,4.935931433422e-05
6.408997956431e-05,-3.087238701025e-02,6.660676586162e+00,7.574353290716e+00,6.847701814818e+00,-3.369211629945e-03
6.409197956431e-05,-3.827841875269e-02,6.654167652615e+00,7.568997585562e+00,6.842560996928e+00,-6.694335523452e-03
6.409397956431e-05,-4.471730280351e-02,6.648076247662e+00,7.563918690847e+00,6.837683310212e+00,-9.840191148056e-03
6.409597956431e-05,-5.002054665893e-02,6.642558753220e+00,7.559247211488e+00,6.833193942588e+00,-1.272605811293e-02
6.409797956431e-05,-5.405024127642e-02,6.637756111480e+00,7.555102707822e+00,6.829207533673e+00,-1.527826607778e-02
6.409997956431e-05,-5.670333201192e-02,6.633790291963e+00,7.551590694930e+00,6.825825213477e+00,-1.743209690270e-02
6.410197956431e-05,-5.791431481701e-02,6.630761247111e+00,7.548800000849e+00,6.823132219410e+00,-1.913330681134e-02
6.410397956431e-05,-5.765722929092e-02,6.628744448354e+00,7.546800575956e+00,6.821195722992e+00,-2.033950862134e-02
6.410597956431e-05,-5.594597557623e-02,6.627789039303e+00,7.545641762971e+00,6.820063310328e+00,-2.102112640940e-02
6.410797956431e-05,-5.283385152833e-02,6.627916669692e+00,7.545351117414e+00,6.819761768519e+00,-2.116214930414e-02
6.410997956431e-05,-4.841152553500e-02,6.629121015815e+00,7.545933750138e+00,6.820296564512e+00,-2.076043426492e-02
6.411197956431e-05,-4.280435692309e-02,6.631368018941e+00,7.547372267278e+00,6.821651679512e+00,-1.982777749676e-02
6.411397956431e-05,-3.616842059797e-02,6.634596814726e+00,7.549627246295e+00,6.823790135877e+00,-1.838953659191e-02
6.411597956431e-05,-2.868613416288e-02,6.638721351091e+00,7.552638301641e+00,6.826654884003e+00,-1.648402020228e-02
6.411797956431e-05,-2.056093652306e-02,6.643632634855e+00,7.556325649009e+00,6.830170340994e+00,-1.416145660224e-02
6.411997956431e-05,-1.201187508712e-02,6.649201571327e+00,7.560592196410e+00,6.834244247809e+00,-1.148275839107e-02
6.412197956431e-05,-3.267604433349e-03,6.655282306927e+00,7.565326044855e+00,6.838770094091e+00,-8.517922259488e-03
6.412397956431e-05,5.439406723632e-03,6.661716009776e+00,7.570403401878e+00,6.843629773259e+00,-5.344283571085e-03
6.412597956431e-05,1.387893048487e-02,6.668334973959e+00,7.575691769731e+00,6.848696677643e+00,-2.044490109195e-03
6.412797956431e-05,2.182857030526e-02,6.674966960508e+00,7.581053390649e+00,6.853838892518e+00,1.295583065159e-03
6.412997956431e-05,2.907934569973e-02,6.681439645605e+00,7.586348797615e+00,6.858922665463e+00,4.589091893447e-03
6.413197956431e-05,3.544061506789e-02,6.687585077704e+00,7.591440439746e+00,6.863815811162e+00,7.750433871959e-03
6.413397956431e-05,4.074478621701e-02,6.693244010518e+00,7.596196227035e+00,6.868391204412e+00,1.069751008100e-02
6.413597956431e-05,4.485121804212e-02,6.698270014742e+00,7.600492960114e+00,6.872530031520e+00,1.335382465146e-02
6.413797956431e-05,4.764974672727e-02,6.702533244820e+00,7.604219496923e+00,6.876124941367e+00,1.565051372341e-02
6.413997956431e-05,4.906328370516e-02,6.705923777621e+00,7.607279629092e+00,6.879082786987e+00,1.752810358377e-02
6.414197956431e-05,4.904989453391e-02,6.708354420887e+00,7.609594537571e+00,6.881327099840e+00,1.893809089832e-02
6.414397956431e-05,4.760384024185e-02,6.709762933583e+00,7.611104817117e+00,6.882800018312e+00,1.984416489818e-02
6.414597956431e-05,4.475596966565e-02,6.710113587230e+00,7.611771965320e+00,6.883463823915e+00,2.022317199489e-02
6.414797956431e-05,4.057298638741e-02,6.709398043451e+00,7.611579349776e+00,6.883301844733e+00,2.006566754014e-02
6.414997956431e-05,3.515598064666e-02,6.707635513718e+00,7.610532580552e+00,6.882318897772e+00,1.937616713062e-02
6.415197956431e-05,2.863781775717e-02,6.704872213060e+00,7.608659329127e+00,6.880541071203e+00,1.817296918126e-02
6.415397956431e-05,2.117980949958e-02,6.701180111694e+00,7.606008553960e+00,6.878015039004e+00,1.648767470960e-02
6.415597956431e-05,1.296735606753e-02,6.696655031844e+00,7.602649201290e+00,6.874806749855e+00,1.436430256448e-02
6.415797956431e-05,4.205044489551e-03,6.691414128612e+00,7.598668372269e+00,6.870999702256e+00,1.185813861552e-02
6.415997956431e-05,-4.889007887890e-03,6.685592833004e+00,7.594169049106e+00,6.866692684474e+00,9.034240861861e-03
6.416197956431e-05,-1.408902914278e-02,6.679341324804e+00,7.589267397526e+00,6.861997206351e+00,5.965748588185e-03
6.416397956431e-05,-2.316782937594e-02,6.672820637169e+00,7.584089756795e+00,6.857034531605e+00,2.731936823620e-03
6.416597956431e-05,-3.190285495889e-02,6.666198481502e+00,7.578769354332e+00,6.851932546132e+00,-5.838305043088e-04
6.416797956431e-05,-4.008218531812e-02,6.659644909729e+00,7.573442867973e+00,6.846822392705e+00,-3.896293607602e-03
6.416997956431e-05,-4.750997156650e-02,6.653327914257e+00,7.568246885209e+00,6.841835108106e+00,-7.120482598754e-03
6.417197956431e-05,-5.401147090033e-02,6.647409088351e+00,7.563314386688e+00,6.837098205583e+00,-1.017393304784e-02
6.417397956431e-05,-5.943725006590e-02,6.642039448787e+00,7.558771307558e+00,6.832732430694e+00,-1.297878334429e-02
6.417597956431e-05,-6.366676155563e-02,6.637355538609e+00,7.554733300010e+00,6.828848636428e+00,-1.546378926658e-02
6.417797956431e-05,-6.661094568136e-02,6.633475902520e+00,7.551302746353e+00,6.825544989406e+00,-1.756611862131e-02
6.417997956431e-05,-6.821411019542e-02,6.630498036878e+00,7.548566133650e+00,6.822904447430e+00,-1.923296525029e-02
6.418197956431e-05,-6.845480973827e-02,6.628495886583e+00,7.546591826459e+00,6.820992696912e+00,-2.042286061749e-02
6.418397956431e-05,-6.734601220216e-02,6.627517964620e+00,7.545428328331e+00,6.819856478172e+00,-2.110673046072e-02
6.418597956431e-05,-6.493432700515e-02,6.627586136770e+00,7.545103048063e+00,6.819522458998e+00,-2.126859314000e-02
6.418797956431e-05,-6.129860271203e-02,6.628695112717e+00,7.545621634173e+00,6.819996567755e+00,-2.090595816612e-02
6.418997956431e-05,-5.654770503742e-02,6.630812649569e+00,7.546967867058e+00,6.821263915637e+00,-2.002984161978e-02
6.419197956431e-05,-5.081778867326e-02,6.633880469795e+00,7.549104140590e+00,6.823289200037e+00,-1.866446952735e-02
6.419397956431e-05,-4.426889505850e-02,6.637815860528e+00,7.551972492940e+00,6.826017686648e+00,-1.684660669385e-02
6.419597956431e-05,-3.708118359515e-02,6.642513916912e+00,7.555496185385e+00,6.829376641697e+00,-1.462459536091e-02
6.419797956431e-05,-2.945063823862e-02,6.647850359748e+00,7.559581759699e+00,6.833277279982e+00,-1.205706185509e-02
6.419997956431e-05,-2.158454408392e-02,6.653684855748e+00,7.564121542587e+00,6.837617079983e+00,-9.211388542132e-03
6.420197956431e-05,-1.369658120396e-02,6.659864741268e+00,7.568996503102e+00,6.842282502036e+00,-6.161928355706e-03
6.420397956431e-05,-6.001818859680e-03,6.666229052981e+00,7.574079407890e+00,6.847151944023e+00,-2.988069924972e-03
6.420597956431e-05,1.288532002979e-03,6.672612748320e+00,7.579238163816e+00,6.852098946657e+00,2.278541435253e-04
6.420797956431e-05,7.972324622990e-03,6.678851007162e+00,7.584339279089e+00,6.856995473132e+00,3.402701781487e-03
6.420997956431e-05,1.386175682771e-02,6.684783493318e+00,7.589251326932e+00,6.861715260797e+00,6.454697150097e-03
6.421197956431e-05,1.878842311697e-02,6.690258469453e+00,7.593848340787e+00,6.866137070330e+00,9.305534208709e-03
6.421397956431e-05,2.260821039022e-02,6.695136653673e+00,7.598013031142e+00,6.870147827348e+00,1.188240507797e-02
6.421597956431e-05,2.520569986871e-02,6.699294726732e+00,7.601639762202e+00,6.873645494089e+00,1.411984808778e-02
6.421797956431e-05,2.649809822986e-02,6.702628399480e+00,7.604637194732e+00,6.876541674812e+00,1.596141834105e-02
6.421997956431e-05,2.643833504153e-02,6.705054974707e+00,7.606930551507e+00,6.878763814471e+00,1.736109018611e-02
6.422197956431e-05,2.501732949054e-02,6.706515342052e+00,7.608463435111e+00,6.880257011613e+00,1.828440586811e-02
6.422397956431e-05,2.226508620320e-02,6.706975370489e+00,7.609199177971e+00,6.880985333132e+00,1.870929814784e-02
6.422597956431e-05,1.825066893757e-02,6.706426668758e+00,7.609121680879e+00,6.880932673451e+00,1.862661535030e-02
6.422797956431e-05,1.308080799820e-02,6.704886709102e+00,7.608235744573e+00,6.880103075639e+00,1.804029610692e-02
6.422997956431e-05,6.897305771520e-03,6.702398314825e+00,7.606566876561e+00,6.878520578991e+00,1.696723655321e-02
6.423197956431e-05,-1.268569453714e-04,6.699028534979e+00,7.604160600544e+00,6.876228538719e+00,1.543681552933e-02
6.423397956431e-05,-7.787125010399e-03,6.694866961068e+00,7.601081236646e+00,6.873288267232e+00,1.348998106192e-02
6.423597956431e-05,-1.587899774934e-02,6.690023621263e+00,7.597413109957e+00,6.869780992521e+00,1.118049037762e-02
6.423797956431e-05,-2.417286218259e-02,6.684625563477e+00,7.593249990533e+00,6.865796743304e+00,8.567668601523e-03
6.423997956431e-05,-3.240012491810e-02,6.678814026851e+00,7.588695524180e+00,6.861434101253e+00,5.716233630998e-03
6.424197956431e-05,-4.032308696355e-02,6.672742147349e+00,7.583877192577e+00,6.856816085245e+00,2.706583214020e-03
6.424397956431e-05,-4.772182839368e-02,6.666569529151e+00,7.578921251937e+00,6.852063723734e+00,-3.823842593112e-04
6.424597956431e-05,-5.437147082217e-02,6.660458706078e+00,7.573955837936e+00,6.847299952778e+00,-3.470737968056e-03
6.424797956431e-05,-6.006998225560e-02,6.654571500513e+00,7.569113361346e+00,6.842651763837e+00,-6.476124472133e-03
6.424997956431e-05,-6.464042219779e-02,6.649064494565e+00,7.564521231917e+00,6.838241331199e+00,-9.319527934639e-03
6.425197956431e-05,-6.793450313531e-02,6.644085388406e+00,7.560302945084e+00,6.834187056720e+00,-1.192458394461e-02
6.425397956431e-05,-6.983724039679e-02,6.639768958797e+00,7.556571504164e+00,6.830597260712e+00,-1.422166414694e-02
6.425597956431e-05,-7.026877262879e-02,6.636233777735e+00,7.553429184531e+00,6.827570022488e+00,-1.614796218025e-02
6.425797956431e-05,-6.918686569323e-02,6.633578950840e+00,7.550962793314e+00,6.825188614268e+00,-1.765043712939e-02
6.425997956431e-05,-6.658693946658e-02,6.631881602460e+00,7.549243005494e+00,6.823520960545e+00,-1.868613879921e-02
6.426197956431e-05,-6.250265243500e-02,6.631194681599e+00,7.548321197604e+00,6.822616560269e+00,-1.922417752853e-02
6.426397956431e-05,-5.700417907236e-02,6.631545534540e+00,7.548229007849e+00,6.822506160517e+00,-1.924590453350e-02
6.426597956431e-05,-5.019702974217e-02,6.632934993093e+00,7.548976634299e+00,6.823200053218e+00,-1.874598474185e-02
6.426797956431e-05,-4.221887171077e-02,6.635337235528e+00,7.550553036936e+00,6.824688342401e+00,-1.773218894241e-02
6.426997956431e-05,-3.323681424782e-02,6.638700257841e+00,7.552925623742e+00,6.826940537878e+00,-1.622562329252e-02
6.427197956431e-05,-2.344305963760e-02,6.642947080029e+00,7.556041312253e+00,6.829906618031e+00,-1.426000549359e-02
6.427397956431e-05,-1.305092788068e-02,6.647977562581e+00,7.559827490940e+00,6.833517820311e+00,-1.188111943506e-02
6.427597956431e-05,-2.289586445441e-03,6.653670862603e+00,7.564193981287e+00,6.837688548276e+00,-9.145547163474e-03
6.427797956431e-05,8.600899143060e-03,6.659888415021e+00,7.569035089722e+00,6.842318200760e+00,-6.119454639273e-03
6.427997956431e-05,1.937549389944e-02,6.666477400681e+00,7.574232358985e+00,6.847293835800e+00,-2.876839296171e-03
6.428197956431e-05,2.978977322901e-02,6.673274586004e+00,7.579657445211e+00,6.852492806391e+00,5.021995805217e-04
6.428397956431e-05,3.960614309449e-02,6.680110451550e+00,7.585175426877e+00,6.857785978072e+00,3.933563317838e-03
6.428597956431e-05,4.859956892291e-02,6.686813492993e+00,7.590648174996e+00,6.863040869196e+00,7.331200717709e-03
6.428797956431e-05,5.656354715721e-02,6.693214587653e+00,7.595937907318e+00,6.868125132782e+00,1.060937113442e-02
6.428997956431e-05,6.331533333479e-02,6.699151314395e+00,7.600910682148e+00,6.872909851573e+00,1.368478054175e-02
6.429197956431e-05,6.870097556045e-02,6.704472113224e+00,7.605439848998e+00,6.877272947819e+00,1.647878645862e-02
6.429397956431e-05,7.259930922556e-02,6.709040184339e+00,7.609409294913e+00,6.881102270153e+00,1.891938774778e-02
6.429597956431e-05,7.492536198558e-02,6.712737020203e+00,7.612716448905e+00,6.884298591190e+00,2.094315135761e-02
6.429797956431e-05,7.563249114842e-02,6.715465489713e+00,7.615274942938e+00,6.886778147731e+00,2.249683743751e-02
6.429997956431e-05,7.471367944600e-02,6.717152386041e+00,7.617016870147e+00,6.888474922494e+00,2.353885262155e-02
6.430197956431e-05,7.220149381695e-02,6.717750382766e+00,7.617894585502e+00,6.889342357629e+00,2.404033104161e-02
6.430397956431e-05,6.816715013324e-02,6.717239335773e+00,7.617881989216e+00,6.889354686260e+00,2.398596483342e-02
6.430597956431e-05,6.271835475844e-02,6.715626906023e+00,7.616975278000e+00,6.888507624740e+00,2.337441789502e-02
6.430797956431e-05,5.599638002003e-02,6.712948472216e+00,7.615193117798e+00,6.886818613604e+00,2.221844590572e-02
6.430997956431e-05,4.817216748236e-02,6.709266342396e+00,7.612576259254e+00,6.884326398810e+00,2.054458820271e-02
6.431197956431e-05,3.944190430874e-02,6.704668268425e+00,7.609186571112e+00,6.881090151846e+00,1.839256140896e-02
6.431397956431e-05,3.002194189873e-02,6.699265307656e+00,7.605105546206e+00,6.877187966170e+00,1.581425017559e-02
6.431597956431e-05,2.014346483919e-02,6.693189071067e+00,7.600432280658e+00,6.872714943293e+00,1.287243443149e-02
6.431797956431e-05,1.004681878420e-02,6.686588435762e+00,7.595281010749e+00,6.867780747599e+00,9.639175396488e-03
6.431997956431e-05,-2.414665097028e-05,6.679625793108e+00,7.589778233170e+00,6.862506857621e+00,6.194008937834e-03
6.432197956431e-05,-9.827793662161e-03,6.672472938464e+00,7.584059517347e+00,6.857023427749e+00,2.621890969185e-03
6.432397956431e-05,-1.913017166303e-02,6.665306698382e+00,7.578266056267e+00,6.851465997786e+00,-9.889504877911e-04
6.432597956431e-05,-2.771031979274e-02,6.658304419842e+00,7.572541080706e+00,6.845971989610e+00,-4.549295736970e-03
6.432797956431e-05,-3.536515314352e-02,6.651639430983e+00,7.567026196205e+00,6.840677229635e+00,-7.971191192029e-03
6.432997956431e-05,-4.191399790386e-02,6.645476603905e+00,7.561857773781e+00,6.835712449785e+00,-1.117021524207e-02
6.433197956431e-05,-4.720258073672e-02,6.639968129071e+00,7.557163456526e+00,6.831199996311e+00,-1.406760344781e-02
