frequency_hz,filt_input_v_per_v,filt_input_db,ic1_audio_input_v_per_v,ic1_audio_input_db,bias_reference_v_per_v,bias_reference_db,audio_opamp_v_per_v,audio_opamp_db,audio_terminal_v_per_v,audio_terminal_db,agc_opamp_v_per_v,agc_opamp_db
37.1535229,1.0,0.0,0.91160949,-0.8038232478678897,0.777375122,-2.187387240418764,26.9482609,28.610614866593245,26.5611601,28.48494079195094,76.5663235,37.68075587984501
38.0189396,1.0,0.0,0.911881936,-0.8012277479689605,0.776417858,-2.198089683559497,27.4334537,28.765609720032796,27.0567558,28.64551443900656,78.2530217,37.87002233198598
38.9045145,1.0,0.0,0.912162309,-0.7985575397639265,0.775416347,-2.2093009523883573,27.929891,28.92138481628226,27.563299,28.806623924908816,79.9722045,38.058781357381505
39.8107171,1.0,0.0,0.912451027,-0.7958087133074112,0.774369005,-2.2210407696455805,28.4376736,29.07788130387742,28.0809013,28.96822086070429,81.7241962,38.24701315522341
40.7380278,1.0,0.0,0.912748511,-0.7929773371623114,0.773274198,-2.233329615478743,28.9568957,29.23504003681236,28.6096671,29.130256088314855,83.5093032,38.43469719910031
41.6869383,1.0,0.0,0.913055184,-0.7900594683187779,0.772130243,-2.2461887330432195,29.4876445,29.392801641941794,29.1496933,29.29267979334606,85.3278119,38.62181217927882
42.6579519,1.0,0.0,0.913371472,-0.7870511430950061,0.770935407,-2.259640157751923,30.0299996,29.551106528283455,29.7010691,29.455441643498528,87.179987,38.8083359984214
43.6515832,1.0,0.0,0.913697804,-0.7839483775844223,0.769687908,-2.2737067253551926,30.5840326,29.709894958650356,30.2638751,29.618490718817778,89.0660699,38.99424578407094
44.6683592,1.0,0.0,0.91403461,-0.7807471871299079,0.768385916,-2.288412081296401,31.1498064,29.869107036165097,30.8381829,29.781775597855543,90.9862764,39.17951783912219
45.708819,1.0,0.0,0.914382319,-0.777443605776369,0.767027556,-2.303780668770789,31.7273747,30.02868275277196,31.4240544,29.945244358796586,92.9407949,39.36412765147489
46.7735141,1.0,0.0,0.914741363,-0.7740336487243082,0.765610905,-2.3198377860350083,32.3167813,30.188561984341142,32.0215414,30.10884466871896,94.9297846,39.5480499088123
47.8630092,1.0,0.0,0.915112172,-0.7705133603151181,0.764133998,-2.3366095434284406,32.9180595,30.348684517875483,32.6306849,30.272523789682715,96.9533729,39.731258445989745
48.9778819,1.0,0.0,0.915495177,-0.7668787860180281,0.762594829,-2.35412287829338,33.5312314,30.50899005480073,33.2515144,30.43622859012755,99.0116535,39.913726266273166
50.1187234,1.0,0.0,0.915890803,-0.763126039338812,0.76099135,-2.372405594381417,34.1563075,30.669418294758316,33.8840473,30.59990558634722,101.104684,40.09542552294391
51.2861384,1.0,0.0,0.916299477,-0.7592512263790849,0.759321477,-2.39148632324564,34.7932856,30.829908839725707,34.528288,30.7635009092507,103.232485,40.27632763502225
52.480746,1.0,0.0,0.916721618,-0.7552505411578108,0.757583092,-2.411394532604683,35.4421502,30.990401234767518,35.1842276,30.92696042786521,105.395034,40.45640296568878
53.7031796,1.0,0.0,0.917157641,-0.7511202280955567,0.755774045,-2.432160536467691,36.1028721,31.15083505615488,35.851843,31.090229718434532,107.592268,40.63562124712982
54.9540874,1.0,0.0,0.917607955,-0.7468566014028161,0.75389216,-2.453815461025222,36.7754072,31.31114980405333,36.5310961,31.253254064572307,109.824077,40.81395123979587
56.2341325,1.0,0.0,0.918072961,-0.7424560644159948,0.751935234,-2.4763912926279446,37.4596962,31.471285018072884,37.2219331,31.415978484364718,112.090305,40.99136101780758
57.5439937,1.0,0.0,0.918553049,-0.7379151383299754,0.749901048,-2.4999207893060467,38.1556634,31.63118017783542,37.924284,31.57834780352769,114.390745,41.16781776920583
58.8843655,1.0,0.0,0.9190486,-0.733230443578296,0.747787367,-2.5244375204247813,38.8632166,31.790774861877438,38.6380614,31.740306565840484,116.725138,41.34328792108288
60.2559586,1.0,0.0,0.919559981,-0.7283987473821154,0.745591946,-2.5499758389036336,39.5822458,31.950008627563065,39.3631604,31.90179919822446,119.093169,41.51773703474608
61.6595002,1.0,0.0,0.920087547,-0.7234169450437129,0.743312536,-2.5765708547787467,40.3126225,32.10882103387806,40.0994574,32.06276992134121,121.494467,41.69113000212956
63.0957344,1.0,0.0,0.920631632,-0.7182821450641464,0.740946892,-2.60425838664581,41.0541995,32.26715176815565,40.8468097,32.22316284097117,123.928601,41.863430941571295
64.5654229,1.0,0.0,0.921192557,-0.7129915936369691,0.738492775,-2.6330749845079553,41.8068098,32.424940572191375,41.6050546,32.382921925773445,126.395079,42.034603313619016
66.0693448,1.0,0.0,0.92177062,-0.7075427689950349,0.735947964,-2.663057836798476,42.570266,32.58212727743104,42.3740089,32.54199106939341,128.893346,42.20460995760757
67.6082975,1.0,0.0,0.922366097,-0.7019333717783423,0.733310258,-2.6942447956111595,43.3443597,32.738651835305,43.1534683,32.70031412525158,131.422778,42.37341286039529
69.1830971,1.0,0.0,0.922979239,-0.6961613530276511,0.730577489,-2.726674273297779,44.1288613,32.8944544213631,43.9432067,32.857834916642204,133.982688,42.540973729716214
70.7945784,1.0,0.0,0.923610271,-0.690224923199839,0.727747529,-2.7603852098747304,44.9235186,33.049475294049536,44.742976,33.01449734102998,136.572317,42.707253548764015
72.443596,1.0,0.0,0.92425939,-0.6841225704778056,0.724818294,-2.795417076961852,45.7280574,33.20365504515997,45.5525051,33.17024530837171,139.190835,42.872212803197016
74.1310241,1.0,0.0,0.924926762,-0.677853088322169,0.72178776,-2.831809738673217,46.54218,33.35693442894864,46.3714999,33.325022870151784,141.837341,43.03581162051887
75.8577575,1.0,0.0,0.925612516,-0.6714156309751983,0.718653968,-2.869603443030176,47.365566,33.50925462643046,47.1996431,33.47877429459422,144.510861,43.19800977162443
77.6247117,1.0,0.0,0.926316751,-0.6648096467261146,0.715415035,-2.9088387411376173,48.1978709,33.6605570814558,48.0365933,33.63144400314657,147.210346,43.35876666916191
79.4328235,1.0,0.0,0.927039523,-0.6580349987733036,0.712069165,-2.9495564048200955,49.0387269,33.81078373775945,48.8819856,33.782976775135495,149.934673,43.51804153639071
81.2830516,1.0,0.0,0.927780851,-0.6510919075427672,0.708614656,-2.9917973913381273,49.887742,33.95987695024789,49.7354309,33.93331769907118,152.682642,43.67579332631328
83.1763771,1.0,0.0,0.928540712,-0.6439809960644429,0.705049917,-3.0356026839956267,50.7445008,34.107779689687604,50.5965163,34.08241231159017,155.452982,43.83198114755508
85.1138038,1.0,0.0,0.929319037,-0.6367033256679678,0.701373471,-3.081013301060738,51.6085637,34.25443545078701,51.4648049,34.23020661461093,158.244343,43.98656387169659
87.096359,1.0,0.0,0.930115713,-0.6292603753447903,0.697583973,-3.12807011763418,52.4794681,34.399788492898736,52.3398365,34.3766472330017,161.055305,44.139500692307806
89.1250938,1.0,0.0,0.930930578,-0.6216540864024247,0.693680215,-3.176813843578919,53.3567281,34.54378380509556,53.2211275,34.52168141852817,163.884372,44.290750825191054
91.2010839,1.0,0.0,0.931763422,-0.6138868508266575,0.689661139,-3.2272848986160643,54.239835,34.68636719435621,54.1081716,34.66525717377383,166.729978,44.440273857325195
93.3254301,1.0,0.0,0.932613983,-0.6059615461440478,0.685525852,-3.279523256023447,55.1282584,34.82748545117542,55.0004403,34.80732332410123,169.590488,44.588029797451654
95.4992586,1.0,0.0,0.933481949,-0.5978815141371395,0.681273627,-3.333568456939664,56.0214462,34.967086319873346,55.8973838,34.94782963614982,172.464199,44.73397911393427
97.7237221,1.0,0.0,0.934366954,-0.5896505953277795,0.676903923,-3.389459378793034,56.9188262,35.105118706628915,56.7984317,35.086726885544635,175.349344,44.87808290960129
100.0,1.0,0.0,0.935268579,-0.5812731167082434,0.67241639,-3.4472341854423263,57.8198066,35.24153269353012,57.7029941,35.22396696930946,178.244095,45.020303022776
102.329299,1.0,0.0,0.936186351,-0.5727538979804253,0.667810876,-3.5069302456652367,58.7237773,35.37627966015808,58.6104627,35.35950299861466,181.146564,45.16060201444483
104.712855,1.0,0.0,0.937119744,-0.5640982391113287,0.663087441,-3.5685839525741994,59.6301112,35.50931238463451,59.5202121,35.49328940293907,184.054812,45.29894352587138
107.151931,1.0,0.0,0.938068178,-0.555311926380957,0.658246363,-3.632230636337448,60.5381656,35.64058514051559,60.4316014,35.62528205871341,186.96685,45.43529222288918
109.64782,1.0,0.0,0.939031021,-0.5464012105544159,0.653288144,-3.6979044679839306,61.4472838,35.77005380409359,61.3439751,35.75543829828945,189.880644,45.569613920076655
112.201845,1.0,0.0,0.940007587,-0.5373728220712,0.648213518,-3.7656383265639737,62.3567964,35.897675901490345,62.2566658,35.883717160390944,192.794121,45.70187573073591
114.815362,1.0,0.0,0.940997142,-0.5282339122309342,0.643023455,-3.8354637081939087,63.2660237,36.023410793998835,63.1689949,36.01007933530498,195.705174,45.832046151376254
117.489755,1.0,0.0,0.941998901,-0.5189920776862744,0.637719168,-3.9074105835253468,64.174277,36.14721969048344,64.0802752,36.1344873641406,198.611668,45.96009517514738
120.226443,1.0,0.0,0.943012033,-0.5096553110612982,0.632302113,-3.9815073375548033,65.0808609,36.269065784388786,64.9898127,36.25690570672913,201.511446,46.08599438854612
123.026877,1.0,0.0,0.944035662,-0.5002319886726183,0.626773994,-4.057780630048622,65.9850752,36.388914319545,65.8969084,36.37730079679194,204.402339,46.20971722347866
125.892541,1.0,0.0,0.945068869,-0.49073084914026976,0.621136764,-4.136255297239634,66.8862172,36.50673269596355,66.800861,36.49564120314538,207.282165,46.33123872153945
128.824955,1.0,0.0,0.946110698,-0.4811609354323888,0.615392621,-4.2169543112088075,67.7835838,36.622490535650826,67.7009685,36.6118976310728,210.148744,46.450535973862245
131.825674,1.0,0.0,0.947160157,-0.47153158317863453,0.609544011,-4.299898629644045,68.6764735,36.736159725464354,68.5965307,36.726043032518014,212.999901,46.567588031670184
134.896288,1.0,0.0,0.948216221,-0.4618523907919001,0.603593622,-4.385107158738765,69.5641894,36.84771457716987,69.4868517,36.838052703500836,215.833471,46.68237590085984
138.038426,1.0,0.0,0.949277837,-0.45213317155402266,0.597544381,-4.4725966625720375,70.4460405,36.95713176229972,70.3712416,36.947904272010696,218.647313,46.79488289166066
141.253754,1.0,0.0,0.95034393,-0.442383896961627,0.591399448,-4.562381703423789,71.3213446,37.06439044409208,71.2490195,37.05557784275636,221.439309,46.905094351310446
144.543977,1.0,0.0,0.951413404,-0.4326146861922469,0.585162206,-4.6544746302816336,72.1894305,37.16947231384458,72.1195152,37.16105597313361,224.207378,47.01299799675502
147.910839,1.0,0.0,0.952485147,-0.42283575926700706,0.578836258,-4.748885454441702,73.0496401,37.27236161198562,72.9820714,37.26432370971026,226.949478,47.11858376343414
151.356125,1.0,0.0,0.95355804,-0.4130573542033201,0.572425413,-4.8456218769777335,73.9013304,37.37304513600962,73.8360464,37.36536868109587,229.663616,47.22184396815705
154.881662,1.0,0.0,0.954630954,-0.40328975402690836,0.565933677,-4.94468923491451,74.7438757,37.4715122720608,74.6808154,37.46418102265579,232.347852,47.32277323770862
158.489319,1.0,0.0,0.955702764,-0.39354315921773375,0.55936524,-5.046090499913014,75.5766698,37.567755026203756,75.5157732,37.56075346920895,235.000309,47.42136866644806
162.18101,1.0,0.0,0.956772344,-0.3838277336220613,0.552724463,-5.1498262715705545,76.3991275,37.661767976723446,76.3403356,37.655081296413485,237.619171,47.51762952783635
165.958691,1.0,0.0,0.95783858,-0.374153486948298,0.546015864,-5.255894781525266,77.2106864,37.75354826665334,77.1539412,37.74716231444972,240.2027,47.61155769568503
169.824365,1.0,0.0,0.958900372,-0.3645302578024252,0.539244104,-5.364291893975713,78.0108087,37.84309560087488,77.9560532,37.83699686626135,242.749231,47.703157255803895
173.780083,1.0,0.0,0.959956635,-0.35496770599166505,0.532413967,-5.475011201007165,78.7989827,37.93041221511387,78.7461608,37.92458778662471,245.25718,47.79243460758291
177.827941,1.0,0.0,0.961006308,-0.3454752326727818,0.525530352,-5.58804392476225,79.5747237,38.01550278669684,79.5237802,38.0099403254159,247.72505,47.879398494793534
181.970086,1.0,0.0,0.962048357,-0.33606195528439803,0.518598247,-5.703379111900778,80.3375755,38.09837442123653,80.2884563,38.09306215698113,250.151433,47.964059901910844
186.208714,1.0,0.0,0.963081778,-0.3267366827174578,0.511622717,-5.821003605653807,81.0871112,38.1790365713849,81.0397632,38.173963266717834,252.535012,48.046431963096666
190.546072,1.0,0.0,0.964105601,-0.3175078816985032,0.504608885,-5.940902136515533,81.8229341,38.25750097735907,81.777305,38.25265588251885,254.874565,48.12652995133858
194.98446,1.0,0.0,0.965118895,-0.3083836344348923,0.497561917,-6.06305735210393,82.5446782,38.33378157550704,82.5007167,38.32915442736291,257.168967,48.204371207765476
199.526231,1.0,0.0,0.966120766,-0.29937165949054906,0.490486998,-6.187450011213594,83.2520086,38.40789440834146,83.2096645,38.40347541890676,259.417189,48.27997498164784
204.173794,1.0,0.0,0.967110369,-0.2904792068100045,0.483389325,-6.31405889258412,83.9446219,38.479857546355255,83.9038457,38.47563734005738,261.618301,48.353362418833015
208.929613,1.0,0.0,0.968086899,-0.2817131418010655,0.476274077,-6.442861118969706,84.622246,38.54969095936702,84.5829894,38.54566060533598,263.771473,48.424556492242914
213.796209,1.0,0.0,0.969049605,-0.2730798227334035,0.469146412,-6.5738320156066,85.2846402,38.617416431781194,85.2468558,38.613567393433335,265.875971,48.49358177982714
218.776162,1.0,0.0,0.969997781,-0.2645851847896934,0.46201144,-6.7069454123683405,85.9315949,38.68305744842751,85.8952362,38.67938156546703,267.93116,48.56046448710362
223.872114,1.0,0.0,0.970930774,-0.25623467149090107,0.454874212,-6.842173675076435,86.562931,38.746639062360764,86.5279526,38.743128553662295,269.936499,48.625232218184244
229.086765,1.0,0.0,0.971847984,-0.24803323795758703,0.447739708,-6.979487766091383,87.1784995,38.808187795014774,87.144857,38.804835231690575,271.891544,48.68791401925678
234.422882,1.0,0.0,0.972748861,-0.23998538086125645,0.440612816,-7.118857495628218,87.7781808,38.86773151725849,87.7458307,38.864529796888036,273.795941,48.74854010938758
239.883292,1.0,0.0,0.973632912,-0.2320950789122938,0.433498328,-7.260251465106011,88.3618836,38.92529930206107,88.3307832,38.92224162400593,275.649424,48.80714178619635
245.470892,1.0,0.0,0.974499692,-0.2243658761857191,0.426400917,-7.403637400098178,88.929544,38.98092130818408,88.8996519,38.978001208559476,277.451814,48.863751372163165
251.188643,1.0,0.0,0.975348814,-0.21680079569378427,0.419325137,-7.548982049177754,89.4811246,39.03462867355782,89.4524001,39.03183995255687,279.203016,48.91840210603414
257.039578,1.0,0.0,0.97617994,-0.20940242235904435,0.412275404,-7.696251481305224,90.0166131,39.086453369193805,89.9890167,39.08379012708352,280.903012,48.97112791952223
263.026799,1.0,0.0,0.976992784,-0.20217287875769419,0.405255991,-7.845411122975302,90.5360211,39.136428081893506,90.5095141,39.13388466785099,282.551859,49.02196338014151
269.15348,1.0,0.0,0.977787109,-0.1951138541675524,0.398271021,-7.996425851610085,91.0393828,39.184586095373426,91.0139275,39.182157115339166,284.149684,49.07094354813002
275.42287,1.0,0.0,0.97856273,-0.18822658009658289,0.391324457,-8.14926017420084,91.5267535,39.23096115982944,91.5023133,39.22864147493014,285.696682,49.11810393278902
281.838293,1.0,0.0,0.979319505,-0.18151191223689717,0.384420095,-8.303878365985016,91.9982083,39.275587387563206,91.9747475,39.27337208456023,287.193108,49.16348027174762
288.40315,1.0,0.0,0.980057341,-0.17497027897936365,0.377561565,-8.460244448390098,92.4538407,39.318499144986674,92.4313244,39.31638351718367,288.639275,49.207108500171074
295.120923,1.0,0.0,0.980776187,-0.16860174517644494,0.37075232,-8.618322453460491,92.8937606,39.35973089386834,92.872155,39.35771046016925,290.035548,49.249024603090284
301.995172,1.0,0.0,0.981476033,-0.16240602240907698,0.363995638,-8.778076415144204,93.3180934,39.399317141157425,93.2973657,39.39738762774776,291.382339,49.28926450342988
309.029543,1.0,0.0,0.982156911,-0.15638246141711554,0.357294618,-8.939470512251546,93.7269782,39.43729230804466,93.7070964,39.43544962152544,292.680104,49.32786401364354
316.227766,1.0,0.0,0.982818887,-0.15053012399655008,0.350652177,-9.102469209386268,94.1205664,39.47369064029948,94.1014993,39.47193086015608,293.929336,49.36485867123862
323.593657,1.0,0.0,0.983462066,-0.14484773969409623,0.344071052,-9.267037293615136,94.4990198,39.508546075442624,94.4807375,39.506865492898825,295.130562,49.40028369665455
331.131121,1.0,0.0,0.984086582,-0.1393337949782812,0.337553802,-9.433139920392794,94.8625099,39.54189222316288,94.8449831,39.54028726967861,296.284338,49.43417389359347
338.844156,1.0,0.0,0.984692601,-0.133986507314666,0.331102804,-9.600742826724213,95.2112158,39.573762218349444,95.194416,39.57222947787595,297.391242,49.46656349306113
346.73685,1.0,0.0,0.985280319,-0.12880384334407902,0.32472026,-9.76981227911475,95.5453229,39.60418864970724,95.5292227,39.60272488005396,298.451875,49.49748623313123
354.813389,1.0,0.0,0.985849956,-0.1237835721664192,0.318408196,-9.940315236290271,95.8650218,39.63320350728291,95.8495947,39.63180561607596,299.466852,49.52697514617917
363.078055,1.0,0.0,0.986401755,-0.11892327435075899,0.312168466,-10.112219394714693,96.170507,39.66083811206729,96.1557271,39.659503124345875,300.436798,49.55506249404642
371.535229,1.0,0.0,0.986935983,-0.11422033326412158,0.306002757,-10.285493212558418,96.4619751,39.68712300082561,96.4478174,39.68584808141011,301.362348,49.58177981841119
380.189396,1.0,0.0,0.987452924,-0.10967199675141884,0.299912592,-10.460105995158733,96.7396241,39.712087910456844,96.7260646,39.71087036825046,302.244139,49.607157758918355
389.045145,1.0,0.0,0.987952881,-0.10527535945541819,0.293899331,-10.636028050125773,97.0036523,39.73576172529918,96.9906676,39.734598972993744,303.082808,49.631226044905084
398.107171,1.0,0.0,0.988436171,-0.10102740667243443,0.287964182,-10.81323055920013,97.2542565,39.75817236119061,97.2418241,39.75706193825407,303.878989,49.65401345689244
407.380278,1.0,0.0,0.988903125,-0.09692501413549925,0.282108203,-10.991685709303876,97.4916318,39.77934679211379,97.4797299,39.778286343142106,304.633309,49.67554775833324
416.869383,1.0,0.0,0.989354084,-0.0929649828965678,0.276332304,-11.171366838125001,97.7159701,39.79931095902403,97.7045776,39.7982982303322,305.346385,49.69585565488099
426.579519,1.0,0.0,0.989789401,-0.08914402144611594,0.270637259,-11.352248274191867,97.9274593,39.81808974011579,97.9165559,39.817122585423,306.01882,49.71496272380243
436.515832,1.0,0.0,0.990209435,-0.0854587980443341,0.265023706,-11.534305545828342,98.1262823,39.835706901751614,98.1158484,39.834783270280056,306.651202,49.73289342716478
446.683592,1.0,0.0,0.990614553,-0.08190592276740612,0.259492156,-11.717515311794354,98.3126164,39.85218508325779,98.3026331,39.851303016965176,307.244101,49.74967106614184
457.08819,1.0,0.0,0.991005124,-0.07848199971584127,0.254042996,-11.90185548293297,98.4866323,39.86754574450601,98.4770814,39.86670337550463,307.798067,49.76531776189948
467.735141,1.0,0.0,0.991381525,-0.07518357396565217,0.248676498,-12.087305144718833,98.6484936,39.88180915594005,98.6393575,39.88100469529093,308.313625,49.77985434996747
478.630092,1.0,0.0,0.991744131,-0.07200721877739595,0.243392822,-12.273844677563481,98.798356,39.89499436015975,98.7896178,39.89422610448684,308.791277,49.79330047030289
489.778819,1.0,0.0,0.992093321,-0.06894948253899458,0.238192026,-12.461455631385974,98.9363667,39.90711914924442,98.9280101,39.9063854698771,309.231497,49.80567445761863
501.187234,1.0,0.0,0.992429471,-0.06600694961215726,0.233074064,-12.650121023657022,99.0626639,39.91820004884533,99.0546732,39.917499389938996,309.634731,49.816993370687385
512.861384,1.0,0.0,0.992752959,-0.06317619607570954,0.228038802,-12.839824984489141,99.1773763,39.92825230021414,99.1697363,39.92758316824647,310.001395,49.82727296310088
524.80746,1.0,0.0,0.993064159,-0.060453841783371313,0.223086014,-13.030553124401312,99.2806226,39.937289840179425,99.2733188,39.936650819867666,310.331872,49.836527624020036
537.031796,1.0,0.0,0.993363442,-0.057836541130772426,0.218215394,-13.222292307452747,99.372511,39.94532527907613,99.3655294,39.94471501435781,310.626514,49.84477045685556
549.540874,1.0,0.0,0.993651177,-0.05532097385856427,0.213426559,-13.415030750767281,99.453139,39.95236990282691,99.4464663,39.951787112974486,310.885636,49.85201313175806
562.341325,1.0,0.0,0.993927728,-0.052903870844687145,0.208719052,-13.608758129297364,99.5225931,39.95843366412729,99.5162162,39.957877098803706,311.109522,49.85826607166115
575.439937,1.0,0.0,0.994193452,-0.05058203113476668,0.204092354,-13.803465302818099,99.5809482,39.963525145369886,99.5748547,39.96299362715395,311.298417,49.863538244687064
588.843655,1.0,0.0,0.994448704,-0.04835227782557378,0.199545879,-13.999144735804164,99.6282679,39.967651598027885,99.6224458,39.96714399514771,311.45253,49.86783726195413
602.559586,1.0,0.0,0.99469383,-0.04621151882232937,0.19507899,-14.195790031730628,99.6646035,39.97081886650882,99.6590415,39.970334118016694,311.572033,49.87116936134087
616.595002,1.0,0.0,0.994929171,-0.04415671149268171,0.190690994,-14.393396348672278,99.6899949,39.973031475609574,99.6846818,39.972568538179296,311.65706,49.87353938915611
630.957344,1.0,0.0,0.995155061,-0.04218487976091965,0.186381152,-14.591960165420684,99.7044693,39.9742925240715,99.6993946,39.9738504234693,311.707707,49.874950807563934
645.654229,1.0,0.0,0.995371827,-0.04029311374451576,0.18214868,-14.791479433354102,99.7080421,39.97460376779723,99.7031956,39.97418156326528,311.72403,49.875405644134425
660.693448,1.0,0.0,0.99557979,-0.03847856068562071,0.177992758,-14.99195334984692,99.7007162,39.97396556153718,99.6960881,39.97356235381294,311.706049,49.87490460644989
676.082975,1.0,0.0,0.99577926,-0.036738468247845345,0.173912528,-15.193382638807652,99.6824823,39.972376885613585,99.6780633,39.971991825006924,311.653743,49.873446943795656
691.830971,1.0,0.0,0.995970543,-0.035070123127145046,0.169907102,-15.39576935081832,99.6533188,39.96983533569762,99.6490999,39.96946760408615,311.567052,49.871030501759336
707.945784,1.0,0.0,0.996153935,-0.033470903103902674,0.165975564,-15.599116938130964,99.6131919,39.96633712791143,99.6091646,39.96598595564383,311.445879,49.86765177471849
724.43596,1.0,0.0,0.996329724,-0.03193825930966131,0.162116973,-15.80343027744598,99.5620557,39.961877101830666,99.5582116,39.961541732369646,311.290089,49.8633058726204
741.310241,1.0,0.0,0.996498193,-0.030469689813581623,0.158330368,-16.008715576417597,99.4998523,39.956448721378315,99.4961834,39.956128437002945,311.099508,49.85798648555857
758.577575,1.0,0.0,0.996659613,-0.029062800399986943,0.15461477,-16.21498042528723,99.4265118,39.95004406485381,99.4230107,39.94973820374002,310.873925,49.8516859298622
776.247117,1.0,0.0,0.996814249,-0.027715252023889154,0.150969184,-16.422233846793596,99.3419528,39.94265385647553,99.3386121,39.94236175994831,310.613092,49.844395136255855
794.328235,1.0,0.0,0.996962358,-0.026424778029707986,0.147392604,-16.630486167066508,99.2460826,39.93426746965427,99.2428953,39.93398851677398,310.316726,49.836103691750125
812.830516,1.0,0.0,0.997104189,-0.025189183944658956,0.143884014,-16.839749099342715,99.1387971,39.92487290183219,99.1357565,39.92460650036456,309.984508,49.82679979550902
831.763771,1.0,0.0,0.997239983,-0.024006347284974458,0.140442392,-17.050035645718175,99.0199816,39.91445682588805,99.0170814,39.91420242081106,309.616085,49.81647029637224
851.138038,1.0,0.0,0.997369974,-0.02287420866551384,0.137066709,-17.26136029199367,98.889511,39.90300458696919,98.8867449,39.90276162515135,309.211072,49.80510072836772
870.96359,1.0,0.0,0.997494388,-0.02179078034285076,0.133755936,-17.473738703541876,98.7472501,39.89050020586373,98.7446123,39.8902681796991,308.769052,49.79267528799042
891.250938,1.0,0.0,0.997613441,-0.020754163469038422,0.130509043,-17.68718789847813,98.5930542,39.87692640655938,98.590539,39.87670481865479,308.289578,49.779176865364036
912.010839,1.0,0.0,0.997727346,-0.019762486992775184,0.127325002,-17.90172616659917,98.4267694,39.862264615295466,98.4243715,39.86205300468789,307.772175,49.764587073379154
933.254301,1.0,0.0,0.997836306,-0.01881396847776315,0.124202789,-18.1173730375027,98.2482336,39.84649501918461,98.2459478,39.84629293476263,307.216339,49.74888619000467
954.992586,1.0,0.0,0.997940518,-0.017906879147031853,0.121141384,-18.33414937948877,98.0572765,39.82959653458761,98.0550978,39.829403543728944,306.621543,49.73205329590809
977.237221,1.0,0.0,0.99804017,-0.017039569878825944,0.118139775,-18.55207721203158,97.8537207,39.81154687044924,97.8516444,39.81136256775885,305.987238,49.71406626938598
1000.0,1.0,0.0,0.998135445,-0.016210436279881932,0.115196958,-18.771179783057736,97.6373824,39.79232255450272,97.6354039,39.792146543979435,305.312852,49.69490172208221
1023.29299,1.0,0.0,0.99822652,-0.01541792729282956,0.11231194,-18.991481419656427,97.4080719,39.77189893970295,97.4061869,39.77173085239693,304.597797,49.674535159632555
1047.12855,1.0,0.0,0.998313565,-0.01466055380485927,0.109483737,-19.213007745373393,97.1655946,39.75025025315967,97.163799,39.75008973824069,303.841468,49.65294091354863
1071.51931,1.0,0.0,0.998396742,-0.013936897258078429,0.10671138,-19.43578527455355,96.909752,39.727349643530246,96.9080416,39.72719634134513,303.043249,49.63009227048733
1096.4782,1.0,0.0,0.998476209,-0.013245574766191993,0.103993913,-19.659841604000615,96.6403423,39.703169191008406,96.6387135,39.70302279566325,302.202511,49.60596137139789
1122.01845,1.0,0.0,0.998552117,-0.012585265142758149,0.101330392,-19.88520554525284,96.3571617,39.67767997841852,96.3556108,39.677540175061786,301.318622,49.5805194527123
1148.15362,1.0,0.0,0.998624612,-0.011954691432936348,0.0987198921,-20.111906559814766,96.0600055,39.65085214337712,96.0585289,39.65071862596632,300.390944,49.55373671377232
1174.89755,1.0,0.0,0.998693835,-0.011352620852193768,0.0961615017,-20.33997526312225,95.7486688,39.62265489316137,95.7472632,39.62252738249993,299.41884,49.52558246994808
1202.26443,1.0,0.0,0.998759918,-0.010777899515792824,0.0936543278,-20.569442978432427,95.4229481,39.59305659989385,95.4216104,39.59293483467654,298.401677,49.49602519034236
1230.26877,1.0,0.0,0.998822993,-0.010229374109326497,0.0911974947,-20.80034184152602,95.0826425,39.56202485936036,95.0813695,39.561908568823654,297.338828,49.4650325053286
1258.92541,1.0,0.0,0.998883183,-0.009705970113529399,0.0887901447,-21.03270472495379,94.7275546,39.52952652200709,94.7263434,39.52941546227551,296.229681,49.43257141785089
1288.24955,1.0,0.0,0.998940609,-0.009206630882021108,0.086431439,-21.266565127119392,94.3574922,39.49552779684115,94.3563401,39.49542174193961,295.073637,49.39860819427751
1318.25674,1.0,0.0,0.998995384,-0.008730369773846768,0.0841205577,-21.501957134067716,93.9722696,39.459994319559485,93.9711738,39.459893033792945,293.870116,49.363108487959764
1348.96288,1.0,0.0,0.999047619,-0.00827621794161188,0.0818567003,-21.738915320955222,93.5717088,39.422891212093425,93.5706668,39.4227944868384,292.618566,49.326037553732
1380.38426,1.0,0.0,0.999097421,-0.007843241688953164,0.079639086,-21.977474658335623,93.1556413,39.38418319887526,93.1546506,39.38409082490304,291.318461,49.287360139267264
1412.53754,1.0,0.0,0.999144892,-0.007430551131452858,0.0774669536,-22.217670447910546,92.7239092,39.34383466018932,92.7229675,39.34374644622296,289.96931,49.24704070260252
1445.43977,1.0,0.0,0.999190128,-0.007037308857458002,0.0753395617,-22.459538214065994,92.2763669,39.30180974334804,92.2754719,39.30172549741176,288.570661,49.205043485010165
1479.10839,1.0,0.0,0.999233224,-0.006662686433709688,0.0732561885,-22.70311362620037,91.8128828,39.25807247727204,91.8120324,39.257992025438575,287.122103,49.1613325257535
1513.56125,1.0,0.0,0.99927427,-0.00630589915399779,0.0712161321,-22.948432349613483,91.3333404,39.21258683406142,91.3325325,39.212510001644645,285.623274,49.11587186025816
